#    L    TT             EE             BB             TE             PP             TP             EP          
  3384   0.102656E+02   0.276940E+00   0.650686E-06  -0.406911E+00   0.477093E-09   0.834590E-07   0.151500E-08
  3385   0.102283E+02   0.276349E+00   0.648935E-06  -0.400934E+00   0.476716E-09   0.832315E-07   0.153441E-08
  3386   0.101917E+02   0.275790E+00   0.647188E-06  -0.395016E+00   0.476340E-09   0.830042E-07   0.155357E-08
  3387   0.101543E+02   0.275256E+00   0.645445E-06  -0.389158E+00   0.475964E-09   0.827774E-07   0.157249E-08
  3388   0.101168E+02   0.274745E+00   0.643706E-06  -0.383383E+00   0.475588E-09   0.825509E-07   0.159118E-08
  3389   0.100778E+02   0.274267E+00   0.641970E-06  -0.377661E+00   0.475213E-09   0.823249E-07   0.160961E-08
  3390   0.100403E+02   0.273814E+00   0.640238E-06  -0.372022E+00   0.474838E-09   0.820992E-07   0.162781E-08
  3391   0.100042E+02   0.273399E+00   0.638510E-06  -0.366451E+00   0.474463E-09   0.818740E-07   0.164575E-08
  3392   0.996578E+01   0.273002E+00   0.636786E-06  -0.360941E+00   0.474089E-09   0.816492E-07   0.166345E-08
  3393   0.992809E+01   0.272630E+00   0.635065E-06  -0.355515E+00   0.473715E-09   0.814248E-07   0.168090E-08
  3394   0.988962E+01   0.272298E+00   0.633349E-06  -0.350157E+00   0.473341E-09   0.812010E-07   0.169810E-08
  3395   0.985258E+01   0.271975E+00   0.631636E-06  -0.344868E+00   0.472968E-09   0.809776E-07   0.171505E-08
  3396   0.981401E+01   0.271700E+00   0.629927E-06  -0.339664E+00   0.472595E-09   0.807548E-07   0.173175E-08
  3397   0.977539E+01   0.271435E+00   0.628221E-06  -0.334537E+00   0.472222E-09   0.805325E-07   0.174819E-08
  3398   0.973672E+01   0.271202E+00   0.626520E-06  -0.329486E+00   0.471850E-09   0.803107E-07   0.176438E-08
  3399   0.969875E+01   0.270995E+00   0.624822E-06  -0.324513E+00   0.471477E-09   0.800896E-07   0.178032E-08
  3400   0.965999E+01   0.270805E+00   0.623128E-06  -0.319626E+00   0.471106E-09   0.798690E-07   0.179599E-08
  3401   0.962192E+01   0.270648E+00   0.621437E-06  -0.314808E+00   0.470734E-09   0.796490E-07   0.181141E-08
  3402   0.958380E+01   0.270508E+00   0.619751E-06  -0.310083E+00   0.470363E-09   0.794296E-07   0.182657E-08
  3403   0.954414E+01   0.270394E+00   0.618068E-06  -0.305429E+00   0.469992E-09   0.792109E-07   0.184147E-08
  3404   0.950519E+01   0.270305E+00   0.616388E-06  -0.300861E+00   0.469622E-09   0.789927E-07   0.185612E-08
  3405   0.946618E+01   0.270234E+00   0.614713E-06  -0.296387E+00   0.469251E-09   0.787753E-07   0.187050E-08
  3406   0.942787E+01   0.270195E+00   0.613041E-06  -0.291991E+00   0.468881E-09   0.785584E-07   0.188463E-08
  3407   0.938951E+01   0.270167E+00   0.611373E-06  -0.287682E+00   0.468512E-09   0.783423E-07   0.189851E-08
  3408   0.935037E+01   0.270164E+00   0.609708E-06  -0.283453E+00   0.468143E-09   0.781268E-07   0.191212E-08
  3409   0.931117E+01   0.270179E+00   0.608047E-06  -0.279317E+00   0.467774E-09   0.779120E-07   0.192548E-08
  3410   0.927268E+01   0.270226E+00   0.606390E-06  -0.275269E+00   0.467405E-09   0.776978E-07   0.193858E-08
  3411   0.923340E+01   0.270291E+00   0.604737E-06  -0.271301E+00   0.467037E-09   0.774844E-07   0.195143E-08
  3412   0.919482E+01   0.270374E+00   0.603087E-06  -0.267413E+00   0.466669E-09   0.772717E-07   0.196402E-08
  3413   0.915545E+01   0.270467E+00   0.601441E-06  -0.263628E+00   0.466301E-09   0.770597E-07   0.197635E-08
  3414   0.911752E+01   0.270586E+00   0.599798E-06  -0.259938E+00   0.465934E-09   0.768483E-07   0.198843E-08
  3415   0.907807E+01   0.270722E+00   0.598160E-06  -0.256329E+00   0.465566E-09   0.766378E-07   0.200025E-08
  3416   0.904006E+01   0.270876E+00   0.596524E-06  -0.252802E+00   0.465200E-09   0.764280E-07   0.201181E-08
  3417   0.900052E+01   0.271048E+00   0.594893E-06  -0.249378E+00   0.464833E-09   0.762189E-07   0.202312E-08
  3418   0.896243E+01   0.271237E+00   0.593265E-06  -0.246042E+00   0.464467E-09   0.760105E-07   0.203418E-08
  3419   0.892430E+01   0.271452E+00   0.591641E-06  -0.242789E+00   0.464101E-09   0.758030E-07   0.204498E-08
  3420   0.888538E+01   0.271670E+00   0.590020E-06  -0.239632E+00   0.463736E-09   0.755962E-07   0.205553E-08
  3421   0.884717E+01   0.271905E+00   0.588403E-06  -0.236566E+00   0.463371E-09   0.753902E-07   0.206582E-08
  3422   0.880892E+01   0.272158E+00   0.586790E-06  -0.233596E+00   0.463006E-09   0.751850E-07   0.207586E-08
  3423   0.877063E+01   0.272422E+00   0.585180E-06  -0.230709E+00   0.462641E-09   0.749806E-07   0.208564E-08
  3424   0.873230E+01   0.272703E+00   0.583573E-06  -0.227920E+00   0.462277E-09   0.747770E-07   0.209517E-08
  3425   0.869468E+01   0.273009E+00   0.581971E-06  -0.225221E+00   0.461913E-09   0.745742E-07   0.210444E-08
  3426   0.865627E+01   0.273311E+00   0.580372E-06  -0.222605E+00   0.461549E-09   0.743723E-07   0.211347E-08
  3427   0.861858E+01   0.273624E+00   0.578776E-06  -0.220088E+00   0.461186E-09   0.741712E-07   0.212223E-08
  3428   0.858085E+01   0.273961E+00   0.577184E-06  -0.217663E+00   0.460823E-09   0.739709E-07   0.213075E-08
  3429   0.854308E+01   0.274301E+00   0.575596E-06  -0.215328E+00   0.460460E-09   0.737715E-07   0.213901E-08
  3430   0.850453E+01   0.274659E+00   0.574011E-06  -0.213085E+00   0.460098E-09   0.735729E-07   0.214702E-08
  3431   0.846670E+01   0.275028E+00   0.572430E-06  -0.210934E+00   0.459735E-09   0.733752E-07   0.215478E-08
  3432   0.843031E+01   0.275406E+00   0.570852E-06  -0.208860E+00   0.459374E-09   0.731784E-07   0.216228E-08
  3433   0.839315E+01   0.275795E+00   0.569278E-06  -0.206894E+00   0.459012E-09   0.729826E-07   0.216954E-08
  3434   0.835521E+01   0.276187E+00   0.567708E-06  -0.205020E+00   0.458651E-09   0.727875E-07   0.217654E-08
  3435   0.831873E+01   0.276590E+00   0.566141E-06  -0.203231E+00   0.458290E-09   0.725934E-07   0.218328E-08
  3436   0.828222E+01   0.277002E+00   0.564577E-06  -0.201527E+00   0.457929E-09   0.724002E-07   0.218978E-08
  3437   0.824567E+01   0.277425E+00   0.563017E-06  -0.199917E+00   0.457569E-09   0.722080E-07   0.219603E-08
  3438   0.820909E+01   0.277851E+00   0.561461E-06  -0.198393E+00   0.457209E-09   0.720167E-07   0.220202E-08
  3439   0.817323E+01   0.278287E+00   0.559908E-06  -0.196977E+00   0.456849E-09   0.718263E-07   0.220776E-08
  3440   0.813733E+01   0.278733E+00   0.558358E-06  -0.195633E+00   0.456490E-09   0.716369E-07   0.221326E-08
  3441   0.810141E+01   0.279182E+00   0.556812E-06  -0.194383E+00   0.456131E-09   0.714484E-07   0.221850E-08
  3442   0.806545E+01   0.279635E+00   0.555270E-06  -0.193220E+00   0.455772E-09   0.712609E-07   0.222349E-08
  3443   0.802947E+01   0.280090E+00   0.553731E-06  -0.192136E+00   0.455414E-09   0.710744E-07   0.222823E-08
  3444   0.799421E+01   0.280555E+00   0.552196E-06  -0.191140E+00   0.455056E-09   0.708889E-07   0.223272E-08
  3445   0.795891E+01   0.281023E+00   0.550664E-06  -0.190246E+00   0.454698E-09   0.707043E-07   0.223696E-08
  3446   0.792359E+01   0.281487E+00   0.549135E-06  -0.189432E+00   0.454340E-09   0.705208E-07   0.224095E-08
  3447   0.788899E+01   0.281961E+00   0.547610E-06  -0.188699E+00   0.453983E-09   0.703383E-07   0.224469E-08
  3448   0.785436E+01   0.282437E+00   0.546088E-06  -0.188046E+00   0.453626E-09   0.701568E-07   0.224818E-08
  3449   0.782044E+01   0.282917E+00   0.544570E-06  -0.187490E+00   0.453269E-09   0.699763E-07   0.225143E-08
  3450   0.778651E+01   0.283400E+00   0.543056E-06  -0.186999E+00   0.452913E-09   0.697969E-07   0.225442E-08
  3451   0.775180E+01   0.283878E+00   0.541544E-06  -0.186613E+00   0.452557E-09   0.696186E-07   0.225717E-08
  3452   0.771782E+01   0.284358E+00   0.540036E-06  -0.186300E+00   0.452201E-09   0.694413E-07   0.225967E-08
  3453   0.768529E+01   0.284835E+00   0.538532E-06  -0.186069E+00   0.451846E-09   0.692650E-07   0.226192E-08
  3454   0.765126E+01   0.285313E+00   0.537031E-06  -0.185912E+00   0.451491E-09   0.690898E-07   0.226392E-08
  3455   0.761795E+01   0.285802E+00   0.535534E-06  -0.185837E+00   0.451136E-09   0.689157E-07   0.226569E-08
  3456   0.758551E+01   0.286279E+00   0.534039E-06  -0.185843E+00   0.450781E-09   0.687427E-07   0.226721E-08
  3457   0.755253E+01   0.286751E+00   0.532549E-06  -0.185924E+00   0.450427E-09   0.685707E-07   0.226848E-08
  3458   0.752028E+01   0.287233E+00   0.531061E-06  -0.186079E+00   0.450073E-09   0.683999E-07   0.226952E-08
  3459   0.748726E+01   0.287710E+00   0.529577E-06  -0.186315E+00   0.449719E-09   0.682301E-07   0.227032E-08
  3460   0.745519E+01   0.288182E+00   0.528097E-06  -0.186627E+00   0.449366E-09   0.680614E-07   0.227088E-08
  3461   0.742385E+01   0.288649E+00   0.526620E-06  -0.186997E+00   0.449013E-09   0.678939E-07   0.227121E-08
  3462   0.739182E+01   0.289110E+00   0.525146E-06  -0.187458E+00   0.448660E-09   0.677274E-07   0.227130E-08
  3463   0.736066E+01   0.289567E+00   0.523675E-06  -0.187985E+00   0.448308E-09   0.675621E-07   0.227115E-08
  3464   0.732971E+01   0.290026E+00   0.522208E-06  -0.188587E+00   0.447956E-09   0.673979E-07   0.227078E-08
  3465   0.729905E+01   0.290479E+00   0.520745E-06  -0.189249E+00   0.447604E-09   0.672349E-07   0.227017E-08
  3466   0.726889E+01   0.290920E+00   0.519284E-06  -0.189971E+00   0.447252E-09   0.670729E-07   0.226933E-08
  3467   0.723879E+01   0.291363E+00   0.517827E-06  -0.190775E+00   0.446901E-09   0.669121E-07   0.226826E-08
  3468   0.720890E+01   0.291786E+00   0.516373E-06  -0.191639E+00   0.446550E-09   0.667525E-07   0.226697E-08
  3469   0.717937E+01   0.292211E+00   0.514923E-06  -0.192570E+00   0.446199E-09   0.665940E-07   0.226544E-08
  3470   0.715013E+01   0.292645E+00   0.513476E-06  -0.193576E+00   0.445849E-09   0.664367E-07   0.226370E-08
  3471   0.712102E+01   0.293051E+00   0.512032E-06  -0.194628E+00   0.445499E-09   0.662805E-07   0.226172E-08
  3472   0.709213E+01   0.293459E+00   0.510592E-06  -0.195747E+00   0.445149E-09   0.661255E-07   0.225953E-08
  3473   0.706345E+01   0.293847E+00   0.509155E-06  -0.196920E+00   0.444799E-09   0.659717E-07   0.225711E-08
  3474   0.703521E+01   0.294236E+00   0.507721E-06  -0.198152E+00   0.444450E-09   0.658190E-07   0.225447E-08
  3475   0.700703E+01   0.294605E+00   0.506291E-06  -0.199430E+00   0.444101E-09   0.656676E-07   0.225162E-08
  3476   0.697929E+01   0.294975E+00   0.504863E-06  -0.200783E+00   0.443753E-09   0.655173E-07   0.224854E-08
  3477   0.695177E+01   0.295333E+00   0.503439E-06  -0.202182E+00   0.443404E-09   0.653683E-07   0.224525E-08
  3478   0.692461E+01   0.295676E+00   0.502019E-06  -0.203641E+00   0.443056E-09   0.652204E-07   0.224174E-08
  3479   0.689775E+01   0.296014E+00   0.500601E-06  -0.205146E+00   0.442709E-09   0.650737E-07   0.223802E-08
  3480   0.687118E+01   0.296339E+00   0.499187E-06  -0.206712E+00   0.442361E-09   0.649283E-07   0.223408E-08
  3481   0.684475E+01   0.296657E+00   0.497776E-06  -0.208323E+00   0.442014E-09   0.647841E-07   0.222993E-08
  3482   0.681877E+01   0.296962E+00   0.496369E-06  -0.209980E+00   0.441667E-09   0.646411E-07   0.222558E-08
  3483   0.679300E+01   0.297254E+00   0.494964E-06  -0.211684E+00   0.441321E-09   0.644994E-07   0.222101E-08
  3484   0.676753E+01   0.297539E+00   0.493563E-06  -0.213433E+00   0.440974E-09   0.643589E-07   0.221623E-08
  3485   0.674243E+01   0.297811E+00   0.492165E-06  -0.215228E+00   0.440628E-09   0.642196E-07   0.221125E-08
  3486   0.671748E+01   0.298061E+00   0.490771E-06  -0.217076E+00   0.440283E-09   0.640816E-07   0.220606E-08
  3487   0.669298E+01   0.298306E+00   0.489379E-06  -0.218956E+00   0.439937E-09   0.639448E-07   0.220067E-08
  3488   0.666862E+01   0.298536E+00   0.487991E-06  -0.220882E+00   0.439592E-09   0.638093E-07   0.219507E-08
  3489   0.664464E+01   0.298753E+00   0.486606E-06  -0.222840E+00   0.439247E-09   0.636751E-07   0.218927E-08
  3490   0.662088E+01   0.298963E+00   0.485224E-06  -0.224836E+00   0.438903E-09   0.635421E-07   0.218327E-08
  3491   0.659750E+01   0.299144E+00   0.483845E-06  -0.226878E+00   0.438559E-09   0.634104E-07   0.217707E-08
  3492   0.657434E+01   0.299311E+00   0.482470E-06  -0.228960E+00   0.438215E-09   0.632800E-07   0.217067E-08
  3493   0.655156E+01   0.299472E+00   0.481098E-06  -0.231058E+00   0.437871E-09   0.631509E-07   0.216408E-08
  3494   0.652900E+01   0.299626E+00   0.479728E-06  -0.233203E+00   0.437528E-09   0.630231E-07   0.215728E-08
  3495   0.650675E+01   0.299751E+00   0.478362E-06  -0.235372E+00   0.437185E-09   0.628966E-07   0.215030E-08
  3496   0.648480E+01   0.299869E+00   0.477000E-06  -0.237572E+00   0.436842E-09   0.627714E-07   0.214312E-08
  3497   0.646316E+01   0.299966E+00   0.475640E-06  -0.239804E+00   0.436499E-09   0.626475E-07   0.213574E-08
  3498   0.644182E+01   0.300048E+00   0.474284E-06  -0.242061E+00   0.436157E-09   0.625250E-07   0.212818E-08
  3499   0.642071E+01   0.300124E+00   0.472930E-06  -0.244350E+00   0.435815E-09   0.624037E-07   0.212043E-08
  3500   0.639991E+01   0.300170E+00   0.471580E-06  -0.246655E+00   0.435473E-09   0.622838E-07   0.211248E-08
  3501   0.637934E+01   0.300202E+00   0.470233E-06  -0.248986E+00   0.435132E-09   0.621652E-07   0.210435E-08
  3502   0.635908E+01   0.300234E+00   0.468889E-06  -0.251348E+00   0.434791E-09   0.620480E-07   0.209604E-08
  3503   0.633920E+01   0.300244E+00   0.467548E-06  -0.253726E+00   0.434450E-09   0.619321E-07   0.208754E-08
  3504   0.631956E+01   0.300210E+00   0.466211E-06  -0.256122E+00   0.434110E-09   0.618175E-07   0.207886E-08
  3505   0.630022E+01   0.300184E+00   0.464876E-06  -0.258534E+00   0.433769E-09   0.617042E-07   0.207000E-08
  3506   0.628119E+01   0.300150E+00   0.463544E-06  -0.260963E+00   0.433430E-09   0.615923E-07   0.206097E-08
  3507   0.626232E+01   0.300094E+00   0.462216E-06  -0.263416E+00   0.433090E-09   0.614816E-07   0.205175E-08
  3508   0.624376E+01   0.300017E+00   0.460891E-06  -0.265877E+00   0.432751E-09   0.613723E-07   0.204237E-08
  3509   0.622551E+01   0.299924E+00   0.459568E-06  -0.268347E+00   0.432412E-09   0.612643E-07   0.203281E-08
  3510   0.620764E+01   0.299809E+00   0.458249E-06  -0.270834E+00   0.432073E-09   0.611576E-07   0.202309E-08
  3511   0.618994E+01   0.299687E+00   0.456933E-06  -0.273328E+00   0.431734E-09   0.610522E-07   0.201320E-08
  3512   0.617255E+01   0.299542E+00   0.455620E-06  -0.275824E+00   0.431396E-09   0.609481E-07   0.200314E-08
  3513   0.615532E+01   0.299383E+00   0.454310E-06  -0.278335E+00   0.431058E-09   0.608453E-07   0.199293E-08
  3514   0.613855E+01   0.299193E+00   0.453003E-06  -0.280847E+00   0.430720E-09   0.607438E-07   0.198255E-08
  3515   0.612187E+01   0.299004E+00   0.451699E-06  -0.283352E+00   0.430383E-09   0.606436E-07   0.197201E-08
  3516   0.610565E+01   0.298784E+00   0.450399E-06  -0.285880E+00   0.430046E-09   0.605446E-07   0.196132E-08
  3517   0.608959E+01   0.298542E+00   0.449101E-06  -0.288401E+00   0.429709E-09   0.604470E-07   0.195047E-08
  3518   0.607377E+01   0.298285E+00   0.447806E-06  -0.290915E+00   0.429372E-09   0.603506E-07   0.193947E-08
  3519   0.605827E+01   0.298012E+00   0.446514E-06  -0.293436E+00   0.429036E-09   0.602555E-07   0.192832E-08
  3520   0.604301E+01   0.297724E+00   0.445226E-06  -0.295949E+00   0.428700E-09   0.601617E-07   0.191702E-08
  3521   0.602806E+01   0.297414E+00   0.443940E-06  -0.298470E+00   0.428365E-09   0.600692E-07   0.190557E-08
  3522   0.601327E+01   0.297096E+00   0.442657E-06  -0.300968E+00   0.428029E-09   0.599779E-07   0.189398E-08
  3523   0.599873E+01   0.296755E+00   0.441378E-06  -0.303466E+00   0.427694E-09   0.598879E-07   0.188225E-08
  3524   0.598443E+01   0.296398E+00   0.440101E-06  -0.305964E+00   0.427359E-09   0.597991E-07   0.187038E-08
  3525   0.597052E+01   0.296019E+00   0.438827E-06  -0.308446E+00   0.427025E-09   0.597116E-07   0.185837E-08
  3526   0.595662E+01   0.295624E+00   0.437556E-06  -0.310920E+00   0.426690E-09   0.596253E-07   0.184623E-08
  3527   0.594305E+01   0.295213E+00   0.436289E-06  -0.313385E+00   0.426356E-09   0.595403E-07   0.183395E-08
  3528   0.592979E+01   0.294780E+00   0.435024E-06  -0.315835E+00   0.426023E-09   0.594566E-07   0.182154E-08
  3529   0.591677E+01   0.294338E+00   0.433762E-06  -0.318268E+00   0.425689E-09   0.593741E-07   0.180900E-08
  3530   0.590385E+01   0.293873E+00   0.432503E-06  -0.320686E+00   0.425356E-09   0.592928E-07   0.179634E-08
  3531   0.589132E+01   0.293385E+00   0.431247E-06  -0.323095E+00   0.425023E-09   0.592128E-07   0.178354E-08
  3532   0.587888E+01   0.292889E+00   0.429994E-06  -0.325480E+00   0.424690E-09   0.591340E-07   0.177063E-08
  3533   0.586669E+01   0.292376E+00   0.428744E-06  -0.327849E+00   0.424358E-09   0.590564E-07   0.175759E-08
  3534   0.585482E+01   0.291834E+00   0.427497E-06  -0.330201E+00   0.424026E-09   0.589801E-07   0.174444E-08
  3535   0.584304E+01   0.291297E+00   0.426253E-06  -0.332528E+00   0.423694E-09   0.589050E-07   0.173116E-08
  3536   0.583159E+01   0.290722E+00   0.425011E-06  -0.334825E+00   0.423363E-09   0.588311E-07   0.171777E-08
  3537   0.582030E+01   0.290139E+00   0.423773E-06  -0.337112E+00   0.423032E-09   0.587584E-07   0.170427E-08
  3538   0.580934E+01   0.289517E+00   0.422537E-06  -0.339374E+00   0.422701E-09   0.586869E-07   0.169066E-08
  3539   0.579847E+01   0.288895E+00   0.421305E-06  -0.341604E+00   0.422370E-09   0.586167E-07   0.167694E-08
  3540   0.578778E+01   0.288256E+00   0.420075E-06  -0.343817E+00   0.422040E-09   0.585476E-07   0.166311E-08
  3541   0.577734E+01   0.287593E+00   0.418848E-06  -0.345983E+00   0.421709E-09   0.584798E-07   0.164918E-08
  3542   0.576706E+01   0.286929E+00   0.417624E-06  -0.348139E+00   0.421380E-09   0.584132E-07   0.163514E-08
  3543   0.575704E+01   0.286242E+00   0.416403E-06  -0.350269E+00   0.421050E-09   0.583477E-07   0.162101E-08
  3544   0.574719E+01   0.285531E+00   0.415185E-06  -0.352367E+00   0.420721E-09   0.582835E-07   0.160677E-08
  3545   0.573751E+01   0.284811E+00   0.413970E-06  -0.354455E+00   0.420392E-09   0.582204E-07   0.159244E-08
  3546   0.572801E+01   0.284074E+00   0.412758E-06  -0.356495E+00   0.420063E-09   0.581585E-07   0.157802E-08
  3547   0.571869E+01   0.283321E+00   0.411548E-06  -0.358487E+00   0.419734E-09   0.580979E-07   0.156350E-08
  3548   0.570954E+01   0.282552E+00   0.410341E-06  -0.360460E+00   0.419406E-09   0.580384E-07   0.154889E-08
  3549   0.570056E+01   0.281766E+00   0.409137E-06  -0.362394E+00   0.419078E-09   0.579800E-07   0.153420E-08
  3550   0.569184E+01   0.280971E+00   0.407936E-06  -0.364301E+00   0.418751E-09   0.579229E-07   0.151942E-08
  3551   0.568314E+01   0.280152E+00   0.406738E-06  -0.366174E+00   0.418423E-09   0.578669E-07   0.150455E-08
  3552   0.567477E+01   0.279316E+00   0.405543E-06  -0.368000E+00   0.418096E-09   0.578121E-07   0.148960E-08
  3553   0.566636E+01   0.278472E+00   0.404350E-06  -0.369799E+00   0.417769E-09   0.577584E-07   0.147457E-08
  3554   0.565827E+01   0.277610E+00   0.403160E-06  -0.371556E+00   0.417443E-09   0.577059E-07   0.145947E-08
  3555   0.565027E+01   0.276740E+00   0.401973E-06  -0.373280E+00   0.417116E-09   0.576545E-07   0.144428E-08
  3556   0.564246E+01   0.275838E+00   0.400789E-06  -0.374954E+00   0.416790E-09   0.576042E-07   0.142903E-08
  3557   0.563482E+01   0.274941E+00   0.399608E-06  -0.376594E+00   0.416465E-09   0.575551E-07   0.141370E-08
  3558   0.562721E+01   0.274014E+00   0.398429E-06  -0.378184E+00   0.416139E-09   0.575071E-07   0.139829E-08
  3559   0.561984E+01   0.273091E+00   0.397253E-06  -0.379748E+00   0.415814E-09   0.574602E-07   0.138282E-08
  3560   0.561251E+01   0.272145E+00   0.396080E-06  -0.381261E+00   0.415489E-09   0.574143E-07   0.136729E-08
  3561   0.560542E+01   0.271190E+00   0.394910E-06  -0.382740E+00   0.415164E-09   0.573696E-07   0.135169E-08
  3562   0.559843E+01   0.270218E+00   0.393743E-06  -0.384176E+00   0.414840E-09   0.573259E-07   0.133602E-08
  3563   0.559146E+01   0.269236E+00   0.392578E-06  -0.385570E+00   0.414516E-09   0.572833E-07   0.132030E-08
  3564   0.558475E+01   0.268246E+00   0.391417E-06  -0.386913E+00   0.414192E-09   0.572418E-07   0.130451E-08
  3565   0.557806E+01   0.267231E+00   0.390258E-06  -0.388213E+00   0.413868E-09   0.572013E-07   0.128867E-08
  3566   0.557147E+01   0.266207E+00   0.389102E-06  -0.389470E+00   0.413545E-09   0.571618E-07   0.127278E-08
  3567   0.556505E+01   0.265174E+00   0.387948E-06  -0.390676E+00   0.413222E-09   0.571234E-07   0.125683E-08
  3568   0.555866E+01   0.264131E+00   0.386798E-06  -0.391838E+00   0.412899E-09   0.570860E-07   0.124082E-08
  3569   0.555244E+01   0.263079E+00   0.385650E-06  -0.392957E+00   0.412577E-09   0.570497E-07   0.122477E-08
  3570   0.554639E+01   0.262011E+00   0.384505E-06  -0.394032E+00   0.412254E-09   0.570143E-07   0.120868E-08
  3571   0.554029E+01   0.260933E+00   0.383363E-06  -0.395056E+00   0.411932E-09   0.569799E-07   0.119253E-08
  3572   0.553422E+01   0.259846E+00   0.382223E-06  -0.396029E+00   0.411611E-09   0.569466E-07   0.117634E-08
  3573   0.552832E+01   0.258750E+00   0.381086E-06  -0.396964E+00   0.411289E-09   0.569142E-07   0.116011E-08
  3574   0.552251E+01   0.257644E+00   0.379952E-06  -0.397848E+00   0.410968E-09   0.568828E-07   0.114384E-08
  3575   0.551681E+01   0.256529E+00   0.378821E-06  -0.398672E+00   0.410647E-09   0.568523E-07   0.112753E-08
  3576   0.551112E+01   0.255405E+00   0.377693E-06  -0.399459E+00   0.410327E-09   0.568228E-07   0.111119E-08
  3577   0.550554E+01   0.254264E+00   0.376567E-06  -0.400194E+00   0.410006E-09   0.567942E-07   0.109481E-08
  3578   0.549997E+01   0.253128E+00   0.375444E-06  -0.400891E+00   0.409686E-09   0.567666E-07   0.107840E-08
  3579   0.549450E+01   0.251983E+00   0.374324E-06  -0.401528E+00   0.409366E-09   0.567400E-07   0.106196E-08
  3580   0.548906E+01   0.250814E+00   0.373207E-06  -0.402120E+00   0.409047E-09   0.567142E-07   0.104549E-08
  3581   0.548370E+01   0.249651E+00   0.372092E-06  -0.402659E+00   0.408727E-09   0.566894E-07   0.102899E-08
  3582   0.547838E+01   0.248478E+00   0.370980E-06  -0.403145E+00   0.408408E-09   0.566654E-07   0.101247E-08
  3583   0.547307E+01   0.247288E+00   0.369871E-06  -0.403585E+00   0.408089E-09   0.566424E-07   0.995930E-09
  3584   0.546786E+01   0.246097E+00   0.368764E-06  -0.403979E+00   0.407771E-09   0.566202E-07   0.979366E-09
  3585   0.546266E+01   0.244896E+00   0.367661E-06  -0.404320E+00   0.407453E-09   0.565989E-07   0.962783E-09
  3586   0.545757E+01   0.243693E+00   0.366560E-06  -0.404607E+00   0.407135E-09   0.565785E-07   0.946183E-09
  3587   0.545242E+01   0.242488E+00   0.365462E-06  -0.404848E+00   0.406817E-09   0.565590E-07   0.929568E-09
  3588   0.544729E+01   0.241266E+00   0.364366E-06  -0.405034E+00   0.406499E-09   0.565403E-07   0.912940E-09
  3589   0.544225E+01   0.240042E+00   0.363273E-06  -0.405174E+00   0.406182E-09   0.565224E-07   0.896300E-09
  3590   0.543731E+01   0.238824E+00   0.362183E-06  -0.405268E+00   0.405865E-09   0.565054E-07   0.879652E-09
  3591   0.543224E+01   0.237589E+00   0.361096E-06  -0.405299E+00   0.405549E-09   0.564892E-07   0.862996E-09
  3592   0.542734E+01   0.236352E+00   0.360011E-06  -0.405291E+00   0.405232E-09   0.564739E-07   0.846334E-09
  3593   0.542230E+01   0.235113E+00   0.358929E-06  -0.405228E+00   0.404916E-09   0.564593E-07   0.829669E-09
  3594   0.541729E+01   0.233872E+00   0.357850E-06  -0.405110E+00   0.404600E-09   0.564455E-07   0.813003E-09
  3595   0.541222E+01   0.232621E+00   0.356774E-06  -0.404945E+00   0.404284E-09   0.564326E-07   0.796336E-09
  3596   0.540725E+01   0.231369E+00   0.355700E-06  -0.404709E+00   0.403969E-09   0.564204E-07   0.779672E-09
  3597   0.540236E+01   0.230114E+00   0.354629E-06  -0.404456E+00   0.403654E-09   0.564090E-07   0.763012E-09
  3598   0.539735E+01   0.228858E+00   0.353561E-06  -0.404146E+00   0.403339E-09   0.563983E-07   0.746358E-09
  3599   0.539236E+01   0.227599E+00   0.352495E-06  -0.403774E+00   0.403025E-09   0.563885E-07   0.729712E-09
  3600   0.538738E+01   0.226331E+00   0.351432E-06  -0.403383E+00   0.402710E-09   0.563793E-07   0.713076E-09
  3601   0.538234E+01   0.225069E+00   0.350372E-06  -0.402929E+00   0.402396E-09   0.563710E-07   0.696452E-09
  3602   0.537732E+01   0.223804E+00   0.349314E-06  -0.402419E+00   0.402082E-09   0.563633E-07   0.679840E-09
  3603   0.537225E+01   0.222530E+00   0.348259E-06  -0.401860E+00   0.401769E-09   0.563564E-07   0.663244E-09
  3604   0.536719E+01   0.221261E+00   0.347207E-06  -0.401261E+00   0.401455E-09   0.563502E-07   0.646665E-09
  3605   0.536215E+01   0.219991E+00   0.346158E-06  -0.400604E+00   0.401142E-09   0.563447E-07   0.630103E-09
  3606   0.535704E+01   0.218718E+00   0.345111E-06  -0.399907E+00   0.400830E-09   0.563399E-07   0.613561E-09
  3607   0.535188E+01   0.217444E+00   0.344067E-06  -0.399153E+00   0.400517E-09   0.563358E-07   0.597041E-09
  3608   0.534681E+01   0.216175E+00   0.343025E-06  -0.398366E+00   0.400205E-09   0.563324E-07   0.580543E-09
  3609   0.534160E+01   0.214897E+00   0.341986E-06  -0.397529E+00   0.399893E-09   0.563296E-07   0.564069E-09
  3610   0.533633E+01   0.213632E+00   0.340950E-06  -0.396636E+00   0.399581E-09   0.563276E-07   0.547622E-09
  3611   0.533100E+01   0.212366E+00   0.339916E-06  -0.395702E+00   0.399270E-09   0.563262E-07   0.531201E-09
  3612   0.532568E+01   0.211090E+00   0.338885E-06  -0.394733E+00   0.398958E-09   0.563255E-07   0.514810E-09
