#    L    TT             EE             BB             TE             PP             TP             EP          
  3613   0.532031E+01   0.209820E+00   0.337856E-06  -0.393707E+00   0.398647E-09   0.563254E-07   0.498450E-09
  3614   0.531494E+01   0.208555E+00   0.336831E-06  -0.392655E+00   0.398337E-09   0.563260E-07   0.482122E-09
  3615   0.530951E+01   0.207289E+00   0.335807E-06  -0.391546E+00   0.398026E-09   0.563272E-07   0.465827E-09
  3616   0.530394E+01   0.206029E+00   0.334787E-06  -0.390388E+00   0.397716E-09   0.563290E-07   0.449568E-09
  3617   0.529838E+01   0.204767E+00   0.333768E-06  -0.389203E+00   0.397406E-09   0.563314E-07   0.433346E-09
  3618   0.529276E+01   0.203511E+00   0.332753E-06  -0.387968E+00   0.397096E-09   0.563345E-07   0.417162E-09
  3619   0.528714E+01   0.202254E+00   0.331740E-06  -0.386692E+00   0.396787E-09   0.563382E-07   0.401019E-09
  3620   0.528147E+01   0.201002E+00   0.330730E-06  -0.385381E+00   0.396478E-09   0.563424E-07   0.384917E-09
  3621   0.527565E+01   0.199757E+00   0.329722E-06  -0.384020E+00   0.396169E-09   0.563473E-07   0.368858E-09
  3622   0.526976E+01   0.198517E+00   0.328716E-06  -0.382624E+00   0.395860E-09   0.563528E-07   0.352844E-09
  3623   0.526381E+01   0.197283E+00   0.327714E-06  -0.381187E+00   0.395552E-09   0.563588E-07   0.336876E-09
  3624   0.525779E+01   0.196041E+00   0.326713E-06  -0.379722E+00   0.395244E-09   0.563654E-07   0.320956E-09
  3625   0.525163E+01   0.194819E+00   0.325716E-06  -0.378214E+00   0.394936E-09   0.563725E-07   0.305086E-09
  3626   0.524555E+01   0.193596E+00   0.324720E-06  -0.376664E+00   0.394628E-09   0.563802E-07   0.289267E-09
  3627   0.523933E+01   0.192380E+00   0.323728E-06  -0.375072E+00   0.394321E-09   0.563885E-07   0.273500E-09
  3628   0.523304E+01   0.191162E+00   0.322737E-06  -0.373460E+00   0.394013E-09   0.563973E-07   0.257788E-09
  3629   0.522668E+01   0.189957E+00   0.321750E-06  -0.371805E+00   0.393707E-09   0.564066E-07   0.242131E-09
  3630   0.522025E+01   0.188759E+00   0.320764E-06  -0.370115E+00   0.393400E-09   0.564164E-07   0.226532E-09
  3631   0.521368E+01   0.187559E+00   0.319782E-06  -0.368390E+00   0.393094E-09   0.564268E-07   0.210991E-09
  3632   0.520696E+01   0.186366E+00   0.318801E-06  -0.366636E+00   0.392787E-09   0.564377E-07   0.195511E-09
  3633   0.520032E+01   0.185187E+00   0.317824E-06  -0.364848E+00   0.392482E-09   0.564490E-07   0.180093E-09
  3634   0.519353E+01   0.184006E+00   0.316848E-06  -0.363032E+00   0.392176E-09   0.564609E-07   0.164739E-09
  3635   0.518667E+01   0.182839E+00   0.315875E-06  -0.361187E+00   0.391871E-09   0.564732E-07   0.149449E-09
  3636   0.517974E+01   0.181686E+00   0.314905E-06  -0.359300E+00   0.391565E-09   0.564861E-07   0.134227E-09
  3637   0.517266E+01   0.180525E+00   0.313937E-06  -0.357392E+00   0.391260E-09   0.564993E-07   0.119073E-09
  3638   0.516558E+01   0.179385E+00   0.312971E-06  -0.355449E+00   0.390956E-09   0.565131E-07   0.103989E-09
  3639   0.515836E+01   0.178251E+00   0.312008E-06  -0.353477E+00   0.390651E-09   0.565273E-07   0.889758E-10
  3640   0.515106E+01   0.177124E+00   0.311047E-06  -0.351485E+00   0.390347E-09   0.565420E-07   0.740360E-10
  3641   0.514361E+01   0.176003E+00   0.310089E-06  -0.349464E+00   0.390044E-09   0.565571E-07   0.591708E-10
  3642   0.513609E+01   0.174889E+00   0.309133E-06  -0.347408E+00   0.389740E-09   0.565726E-07   0.443818E-10
  3643   0.512856E+01   0.173789E+00   0.308179E-06  -0.345338E+00   0.389437E-09   0.565886E-07   0.296706E-10
  3644   0.512074E+01   0.172695E+00   0.307228E-06  -0.343239E+00   0.389133E-09   0.566050E-07   0.150386E-10
  3645   0.511299E+01   0.171615E+00   0.306279E-06  -0.341112E+00   0.388830E-09   0.566218E-07   0.487556E-12
  3646   0.510508E+01   0.170543E+00   0.305332E-06  -0.338964E+00   0.388528E-09   0.566390E-07  -0.139811E-10
  3647   0.509718E+01   0.169469E+00   0.304388E-06  -0.336795E+00   0.388225E-09   0.566566E-07  -0.283657E-10
  3648   0.508905E+01   0.168417E+00   0.303447E-06  -0.334604E+00   0.387923E-09   0.566746E-07  -0.426647E-10
  3649   0.508091E+01   0.167372E+00   0.302507E-06  -0.332393E+00   0.387621E-09   0.566929E-07  -0.568765E-10
  3650   0.507262E+01   0.166333E+00   0.301570E-06  -0.330167E+00   0.387320E-09   0.567117E-07  -0.709997E-10
  3651   0.506433E+01   0.165309E+00   0.300635E-06  -0.327905E+00   0.387018E-09   0.567308E-07  -0.850326E-10
  3652   0.505588E+01   0.164291E+00   0.299703E-06  -0.325644E+00   0.386717E-09   0.567502E-07  -0.989745E-10
  3653   0.504728E+01   0.163288E+00   0.298773E-06  -0.323355E+00   0.386416E-09   0.567700E-07  -0.112824E-09
  3654   0.503860E+01   0.162284E+00   0.297845E-06  -0.321051E+00   0.386116E-09   0.567902E-07  -0.126581E-09
  3655   0.502977E+01   0.161302E+00   0.296920E-06  -0.318727E+00   0.385815E-09   0.568106E-07  -0.140245E-09
  3656   0.502093E+01   0.160327E+00   0.295996E-06  -0.316389E+00   0.385515E-09   0.568314E-07  -0.153814E-09
  3657   0.501193E+01   0.159366E+00   0.295076E-06  -0.314045E+00   0.385215E-09   0.568525E-07  -0.167288E-09
  3658   0.500293E+01   0.158420E+00   0.294157E-06  -0.311679E+00   0.384916E-09   0.568739E-07  -0.180665E-09
  3659   0.499370E+01   0.157474E+00   0.293241E-06  -0.309301E+00   0.384616E-09   0.568955E-07  -0.193946E-09
  3660   0.498446E+01   0.156549E+00   0.292327E-06  -0.306909E+00   0.384317E-09   0.569175E-07  -0.207129E-09
  3661   0.497499E+01   0.155631E+00   0.291415E-06  -0.304511E+00   0.384018E-09   0.569397E-07  -0.220213E-09
  3662   0.496559E+01   0.154728E+00   0.290506E-06  -0.302100E+00   0.383719E-09   0.569621E-07  -0.233198E-09
  3663   0.495603E+01   0.153833E+00   0.289599E-06  -0.299684E+00   0.383421E-09   0.569848E-07  -0.246082E-09
  3664   0.494632E+01   0.152951E+00   0.288694E-06  -0.297262E+00   0.383123E-09   0.570078E-07  -0.258866E-09
  3665   0.493652E+01   0.152078E+00   0.287792E-06  -0.294811E+00   0.382825E-09   0.570309E-07  -0.271547E-09
  3666   0.492671E+01   0.151211E+00   0.286892E-06  -0.292378E+00   0.382527E-09   0.570543E-07  -0.284126E-09
  3667   0.491675E+01   0.150374E+00   0.285994E-06  -0.289939E+00   0.382230E-09   0.570779E-07  -0.296601E-09
  3668   0.490678E+01   0.149537E+00   0.285098E-06  -0.287480E+00   0.381932E-09   0.571017E-07  -0.308972E-09
  3669   0.489657E+01   0.148714E+00   0.284205E-06  -0.285023E+00   0.381635E-09   0.571256E-07  -0.321238E-09
  3670   0.488643E+01   0.147899E+00   0.283314E-06  -0.282576E+00   0.381339E-09   0.571498E-07  -0.333397E-09
  3671   0.487598E+01   0.147107E+00   0.282425E-06  -0.280108E+00   0.381042E-09   0.571741E-07  -0.345450E-09
  3672   0.486560E+01   0.146322E+00   0.281538E-06  -0.277643E+00   0.380746E-09   0.571985E-07  -0.357395E-09
  3673   0.485506E+01   0.145544E+00   0.280654E-06  -0.275173E+00   0.380450E-09   0.572231E-07  -0.369231E-09
  3674   0.484443E+01   0.144789E+00   0.279772E-06  -0.272713E+00   0.380154E-09   0.572478E-07  -0.380958E-09
  3675   0.483372E+01   0.144041E+00   0.278892E-06  -0.270248E+00   0.379859E-09   0.572727E-07  -0.392574E-09
  3676   0.482300E+01   0.143308E+00   0.278015E-06  -0.267793E+00   0.379564E-09   0.572977E-07  -0.404080E-09
  3677   0.481212E+01   0.142583E+00   0.277140E-06  -0.265318E+00   0.379268E-09   0.573227E-07  -0.415473E-09
  3678   0.480115E+01   0.141873E+00   0.276267E-06  -0.262861E+00   0.378974E-09   0.573479E-07  -0.426754E-09
  3679   0.479010E+01   0.141178E+00   0.275396E-06  -0.260407E+00   0.378679E-09   0.573731E-07  -0.437922E-09
  3680   0.477903E+01   0.140491E+00   0.274527E-06  -0.257955E+00   0.378385E-09   0.573985E-07  -0.448975E-09
  3681   0.476773E+01   0.139819E+00   0.273661E-06  -0.255514E+00   0.378091E-09   0.574238E-07  -0.459912E-09
  3682   0.475642E+01   0.139162E+00   0.272797E-06  -0.253076E+00   0.377797E-09   0.574493E-07  -0.470734E-09
  3683   0.474501E+01   0.138513E+00   0.271935E-06  -0.250648E+00   0.377503E-09   0.574747E-07  -0.481439E-09
  3684   0.473360E+01   0.137886E+00   0.271075E-06  -0.248224E+00   0.377210E-09   0.575002E-07  -0.492026E-09
  3685   0.472202E+01   0.137260E+00   0.270218E-06  -0.245802E+00   0.376917E-09   0.575258E-07  -0.502495E-09
  3686   0.471043E+01   0.136642E+00   0.269363E-06  -0.243399E+00   0.376624E-09   0.575513E-07  -0.512844E-09
  3687   0.469868E+01   0.136047E+00   0.268510E-06  -0.240999E+00   0.376331E-09   0.575769E-07  -0.523073E-09
  3688   0.468692E+01   0.135467E+00   0.267659E-06  -0.238603E+00   0.376039E-09   0.576024E-07  -0.533181E-09
  3689   0.467514E+01   0.134896E+00   0.266811E-06  -0.236224E+00   0.375747E-09   0.576279E-07  -0.543167E-09
  3690   0.466304E+01   0.134339E+00   0.265964E-06  -0.233857E+00   0.375455E-09   0.576534E-07  -0.553030E-09
  3691   0.465109E+01   0.133798E+00   0.265120E-06  -0.231501E+00   0.375163E-09   0.576789E-07  -0.562770E-09
  3692   0.463904E+01   0.133266E+00   0.264278E-06  -0.229163E+00   0.374872E-09   0.577043E-07  -0.572386E-09
  3693   0.462690E+01   0.132749E+00   0.263439E-06  -0.226837E+00   0.374581E-09   0.577296E-07  -0.581876E-09
  3694   0.461467E+01   0.132240E+00   0.262601E-06  -0.224522E+00   0.374290E-09   0.577549E-07  -0.591241E-09
  3695   0.460243E+01   0.131746E+00   0.261766E-06  -0.222225E+00   0.373999E-09   0.577801E-07  -0.600478E-09
  3696   0.459002E+01   0.131261E+00   0.260933E-06  -0.219947E+00   0.373709E-09   0.578052E-07  -0.609588E-09
  3697   0.457760E+01   0.130799E+00   0.260102E-06  -0.217681E+00   0.373418E-09   0.578302E-07  -0.618569E-09
  3698   0.456523E+01   0.130338E+00   0.259273E-06  -0.215434E+00   0.373128E-09   0.578551E-07  -0.627421E-09
  3699   0.455270E+01   0.129892E+00   0.258447E-06  -0.213190E+00   0.372839E-09   0.578799E-07  -0.636143E-09
  3700   0.454008E+01   0.129462E+00   0.257622E-06  -0.210981E+00   0.372549E-09   0.579046E-07  -0.644734E-09
  3701   0.452744E+01   0.129041E+00   0.256800E-06  -0.208783E+00   0.372260E-09   0.579291E-07  -0.653193E-09
  3702   0.451471E+01   0.128628E+00   0.255980E-06  -0.206605E+00   0.371971E-09   0.579535E-07  -0.661520E-09
  3703   0.450196E+01   0.128239E+00   0.255162E-06  -0.204446E+00   0.371682E-09   0.579777E-07  -0.669716E-09
  3704   0.448919E+01   0.127850E+00   0.254346E-06  -0.202306E+00   0.371393E-09   0.580018E-07  -0.677780E-09
  3705   0.447633E+01   0.127485E+00   0.253533E-06  -0.200179E+00   0.371105E-09   0.580257E-07  -0.685712E-09
  3706   0.446339E+01   0.127113E+00   0.252721E-06  -0.198078E+00   0.370817E-09   0.580494E-07  -0.693512E-09
  3707   0.445042E+01   0.126772E+00   0.251912E-06  -0.196005E+00   0.370529E-09   0.580730E-07  -0.701181E-09
  3708   0.443737E+01   0.126431E+00   0.251105E-06  -0.193952E+00   0.370241E-09   0.580964E-07  -0.708718E-09
  3709   0.442437E+01   0.126107E+00   0.250300E-06  -0.191918E+00   0.369954E-09   0.581196E-07  -0.716124E-09
  3710   0.441135E+01   0.125791E+00   0.249497E-06  -0.189912E+00   0.369667E-09   0.581426E-07  -0.723398E-09
  3711   0.439817E+01   0.125491E+00   0.248696E-06  -0.187919E+00   0.369380E-09   0.581655E-07  -0.730540E-09
  3712   0.438505E+01   0.125200E+00   0.247898E-06  -0.185968E+00   0.369093E-09   0.581881E-07  -0.737552E-09
  3713   0.437192E+01   0.124917E+00   0.247101E-06  -0.184023E+00   0.368806E-09   0.582105E-07  -0.744431E-09
  3714   0.435869E+01   0.124628E+00   0.246307E-06  -0.182113E+00   0.368520E-09   0.582328E-07  -0.751179E-09
  3715   0.434545E+01   0.124377E+00   0.245515E-06  -0.180224E+00   0.368234E-09   0.582548E-07  -0.757796E-09
  3716   0.433211E+01   0.124126E+00   0.244725E-06  -0.178363E+00   0.367948E-09   0.582766E-07  -0.764281E-09
  3717   0.431884E+01   0.123885E+00   0.243937E-06  -0.176530E+00   0.367663E-09   0.582982E-07  -0.770636E-09
  3718   0.430555E+01   0.123652E+00   0.243151E-06  -0.174718E+00   0.367378E-09   0.583195E-07  -0.776858E-09
  3719   0.429210E+01   0.123435E+00   0.242367E-06  -0.172934E+00   0.367093E-09   0.583406E-07  -0.782950E-09
  3720   0.427878E+01   0.123249E+00   0.241585E-06  -0.171179E+00   0.366808E-09   0.583615E-07  -0.788910E-09
  3721   0.426537E+01   0.123048E+00   0.240806E-06  -0.169452E+00   0.366523E-09   0.583821E-07  -0.794739E-09
  3722   0.425201E+01   0.122857E+00   0.240028E-06  -0.167747E+00   0.366239E-09   0.584025E-07  -0.800437E-09
  3723   0.423857E+01   0.122682E+00   0.239253E-06  -0.166078E+00   0.365954E-09   0.584226E-07  -0.806003E-09
  3724   0.422519E+01   0.122515E+00   0.238479E-06  -0.164430E+00   0.365671E-09   0.584424E-07  -0.811439E-09
  3725   0.421173E+01   0.122356E+00   0.237708E-06  -0.162819E+00   0.365387E-09   0.584620E-07  -0.816743E-09
  3726   0.419824E+01   0.122199E+00   0.236939E-06  -0.161230E+00   0.365103E-09   0.584813E-07  -0.821917E-09
  3727   0.418482E+01   0.122065E+00   0.236172E-06  -0.159677E+00   0.364820E-09   0.585003E-07  -0.826959E-09
  3728   0.417138E+01   0.121925E+00   0.235407E-06  -0.158154E+00   0.364537E-09   0.585191E-07  -0.831871E-09
  3729   0.415785E+01   0.121816E+00   0.234644E-06  -0.156660E+00   0.364254E-09   0.585376E-07  -0.836651E-09
  3730   0.414446E+01   0.121701E+00   0.233883E-06  -0.155188E+00   0.363972E-09   0.585557E-07  -0.841300E-09
  3731   0.413098E+01   0.121594E+00   0.233124E-06  -0.153754E+00   0.363690E-09   0.585736E-07  -0.845819E-09
  3732   0.411756E+01   0.121488E+00   0.232367E-06  -0.152349E+00   0.363407E-09   0.585912E-07  -0.850207E-09
  3733   0.410405E+01   0.121406E+00   0.231612E-06  -0.150974E+00   0.363126E-09   0.586084E-07  -0.854463E-09
  3734   0.409067E+01   0.121325E+00   0.230859E-06  -0.149621E+00   0.362844E-09   0.586253E-07  -0.858589E-09
  3735   0.407721E+01   0.121246E+00   0.230109E-06  -0.148313E+00   0.362563E-09   0.586420E-07  -0.862585E-09
  3736   0.406381E+01   0.121182E+00   0.229360E-06  -0.147043E+00   0.362281E-09   0.586583E-07  -0.866449E-09
  3737   0.405047E+01   0.121127E+00   0.228613E-06  -0.145789E+00   0.362000E-09   0.586742E-07  -0.870183E-09
  3738   0.403697E+01   0.121073E+00   0.227869E-06  -0.144579E+00   0.361720E-09   0.586898E-07  -0.873786E-09
  3739   0.402360E+01   0.121036E+00   0.227126E-06  -0.143385E+00   0.361439E-09   0.587051E-07  -0.877258E-09
  3740   0.401037E+01   0.120999E+00   0.226385E-06  -0.142229E+00   0.361159E-09   0.587201E-07  -0.880600E-09
  3741   0.399698E+01   0.120972E+00   0.225647E-06  -0.141082E+00   0.360879E-09   0.587347E-07  -0.883811E-09
  3742   0.398365E+01   0.120945E+00   0.224910E-06  -0.139988E+00   0.360599E-09   0.587489E-07  -0.886892E-09
  3743   0.397038E+01   0.120928E+00   0.224175E-06  -0.138924E+00   0.360320E-09   0.587627E-07  -0.889841E-09
  3744   0.395717E+01   0.120919E+00   0.223443E-06  -0.137892E+00   0.360040E-09   0.587762E-07  -0.892661E-09
  3745   0.394395E+01   0.120919E+00   0.222712E-06  -0.136890E+00   0.359761E-09   0.587894E-07  -0.895350E-09
  3746   0.393079E+01   0.120920E+00   0.221983E-06  -0.135927E+00   0.359482E-09   0.588021E-07  -0.897909E-09
  3747   0.391755E+01   0.120930E+00   0.221257E-06  -0.134996E+00   0.359204E-09   0.588145E-07  -0.900337E-09
  3748   0.390444E+01   0.120941E+00   0.220532E-06  -0.134096E+00   0.358925E-09   0.588264E-07  -0.902635E-09
  3749   0.389139E+01   0.120961E+00   0.219809E-06  -0.133220E+00   0.358647E-09   0.588380E-07  -0.904802E-09
  3750   0.387826E+01   0.120982E+00   0.219089E-06  -0.132383E+00   0.358369E-09   0.588492E-07  -0.906839E-09
  3751   0.386534E+01   0.121012E+00   0.218370E-06  -0.131577E+00   0.358091E-09   0.588600E-07  -0.908746E-09
  3752   0.385233E+01   0.121043E+00   0.217653E-06  -0.130811E+00   0.357814E-09   0.588703E-07  -0.910523E-09
  3753   0.383938E+01   0.121091E+00   0.216938E-06  -0.130069E+00   0.357536E-09   0.588803E-07  -0.912171E-09
  3754   0.382650E+01   0.121132E+00   0.216225E-06  -0.129352E+00   0.357259E-09   0.588898E-07  -0.913692E-09
  3755   0.381361E+01   0.121182E+00   0.215514E-06  -0.128674E+00   0.356982E-09   0.588989E-07  -0.915084E-09
  3756   0.380078E+01   0.121234E+00   0.214805E-06  -0.128035E+00   0.356706E-09   0.589076E-07  -0.916350E-09
  3757   0.378802E+01   0.121286E+00   0.214098E-06  -0.127421E+00   0.356429E-09   0.589158E-07  -0.917489E-09
  3758   0.377524E+01   0.121347E+00   0.213393E-06  -0.126832E+00   0.356153E-09   0.589237E-07  -0.918503E-09
  3759   0.376261E+01   0.121410E+00   0.212690E-06  -0.126282E+00   0.355877E-09   0.589310E-07  -0.919392E-09
  3760   0.374997E+01   0.121489E+00   0.211989E-06  -0.125757E+00   0.355601E-09   0.589380E-07  -0.920157E-09
  3761   0.373754E+01   0.121561E+00   0.211290E-06  -0.125264E+00   0.355326E-09   0.589445E-07  -0.920799E-09
  3762   0.372502E+01   0.121634E+00   0.210592E-06  -0.124803E+00   0.355051E-09   0.589505E-07  -0.921317E-09
  3763   0.371258E+01   0.121709E+00   0.209897E-06  -0.124367E+00   0.354775E-09   0.589561E-07  -0.921714E-09
  3764   0.370020E+01   0.121785E+00   0.209203E-06  -0.123971E+00   0.354501E-09   0.589613E-07  -0.921989E-09
  3765   0.368788E+01   0.121869E+00   0.208512E-06  -0.123592E+00   0.354226E-09   0.589660E-07  -0.922144E-09
  3766   0.367571E+01   0.121948E+00   0.207822E-06  -0.123253E+00   0.353952E-09   0.589702E-07  -0.922178E-09
  3767   0.366345E+01   0.122034E+00   0.207134E-06  -0.122946E+00   0.353677E-09   0.589740E-07  -0.922093E-09
  3768   0.365134E+01   0.122129E+00   0.206448E-06  -0.122658E+00   0.353403E-09   0.589772E-07  -0.921889E-09
  3769   0.363930E+01   0.122218E+00   0.205764E-06  -0.122401E+00   0.353130E-09   0.589801E-07  -0.921568E-09
  3770   0.362732E+01   0.122316E+00   0.205082E-06  -0.122170E+00   0.352856E-09   0.589824E-07  -0.921129E-09
  3771   0.361541E+01   0.122399E+00   0.204402E-06  -0.121980E+00   0.352583E-09   0.589842E-07  -0.920573E-09
  3772   0.360357E+01   0.122491E+00   0.203724E-06  -0.121806E+00   0.352310E-09   0.589856E-07  -0.919901E-09
  3773   0.359180E+01   0.122592E+00   0.203047E-06  -0.121666E+00   0.352037E-09   0.589865E-07  -0.919115E-09
  3774   0.358010E+01   0.122700E+00   0.202373E-06  -0.121551E+00   0.351764E-09   0.589869E-07  -0.918213E-09
  3775   0.356847E+01   0.122788E+00   0.201700E-06  -0.121454E+00   0.351492E-09   0.589867E-07  -0.917198E-09
  3776   0.355691E+01   0.122891E+00   0.201030E-06  -0.121397E+00   0.351220E-09   0.589861E-07  -0.916069E-09
  3777   0.354549E+01   0.122988E+00   0.200361E-06  -0.121366E+00   0.350948E-09   0.589850E-07  -0.914828E-09
  3778   0.353422E+01   0.123094E+00   0.199694E-06  -0.121353E+00   0.350676E-09   0.589834E-07  -0.913475E-09
  3779   0.352286E+01   0.123185E+00   0.199028E-06  -0.121381E+00   0.350404E-09   0.589812E-07  -0.912011E-09
  3780   0.351166E+01   0.123285E+00   0.198365E-06  -0.121419E+00   0.350133E-09   0.589786E-07  -0.910436E-09
  3781   0.350052E+01   0.123378E+00   0.197704E-06  -0.121490E+00   0.349862E-09   0.589754E-07  -0.908752E-09
  3782   0.348939E+01   0.123480E+00   0.197044E-06  -0.121580E+00   0.349591E-09   0.589717E-07  -0.906958E-09
  3783   0.347825E+01   0.123575E+00   0.196386E-06  -0.121695E+00   0.349320E-09   0.589674E-07  -0.905056E-09
  3784   0.346740E+01   0.123671E+00   0.195730E-06  -0.121852E+00   0.349050E-09   0.589627E-07  -0.903046E-09
  3785   0.345656E+01   0.123767E+00   0.195076E-06  -0.122004E+00   0.348780E-09   0.589574E-07  -0.900930E-09
