#    L    TT             EE             TE             PP             TP          
  3598   0.539731E+01   0.228857E+00  -0.404149E+00   0.188149E+05   0.965409E+00
  3599   0.539232E+01   0.227599E+00  -0.403777E+00   0.188002E+05   0.965240E+00
  3600   0.538734E+01   0.226331E+00  -0.403386E+00   0.187855E+05   0.965084E+00
  3601   0.538230E+01   0.225068E+00  -0.402932E+00   0.187709E+05   0.964941E+00
  3602   0.537728E+01   0.223804E+00  -0.402422E+00   0.187563E+05   0.964810E+00
  3603   0.537221E+01   0.222529E+00  -0.401863E+00   0.187416E+05   0.964691E+00
  3604   0.536715E+01   0.221261E+00  -0.401263E+00   0.187270E+05   0.964585E+00
  3605   0.536211E+01   0.219990E+00  -0.400607E+00   0.187124E+05   0.964491E+00
  3606   0.535700E+01   0.218718E+00  -0.399909E+00   0.186978E+05   0.964409E+00
  3607   0.535184E+01   0.217444E+00  -0.399156E+00   0.186833E+05   0.964339E+00
  3608   0.534677E+01   0.216175E+00  -0.398368E+00   0.186687E+05   0.964281E+00
  3609   0.534156E+01   0.214897E+00  -0.397532E+00   0.186541E+05   0.964234E+00
  3610   0.533629E+01   0.213632E+00  -0.396639E+00   0.186396E+05   0.964199E+00
  3611   0.533096E+01   0.212365E+00  -0.395704E+00   0.186251E+05   0.964176E+00
  3612   0.532564E+01   0.211089E+00  -0.394735E+00   0.186106E+05   0.964163E+00
  3613   0.532026E+01   0.209819E+00  -0.393710E+00   0.185961E+05   0.964162E+00
  3614   0.531490E+01   0.208555E+00  -0.392658E+00   0.185816E+05   0.964172E+00
  3615   0.530947E+01   0.207289E+00  -0.391549E+00   0.185671E+05   0.964193E+00
  3616   0.530390E+01   0.206029E+00  -0.390391E+00   0.185526E+05   0.964224E+00
  3617   0.529834E+01   0.204767E+00  -0.389205E+00   0.185382E+05   0.964266E+00
  3618   0.529272E+01   0.203511E+00  -0.387971E+00   0.185237E+05   0.964319E+00
  3619   0.528710E+01   0.202253E+00  -0.386694E+00   0.185093E+05   0.964382E+00
  3620   0.528142E+01   0.201002E+00  -0.385383E+00   0.184949E+05   0.964455E+00
  3621   0.527561E+01   0.199756E+00  -0.384022E+00   0.184805E+05   0.964538E+00
  3622   0.526972E+01   0.198517E+00  -0.382627E+00   0.184661E+05   0.964631E+00
  3623   0.526377E+01   0.197283E+00  -0.381189E+00   0.184517E+05   0.964735E+00
  3624   0.525775E+01   0.196040E+00  -0.379724E+00   0.184373E+05   0.964848E+00
  3625   0.525159E+01   0.194819E+00  -0.378217E+00   0.184229E+05   0.964970E+00
  3626   0.524551E+01   0.193596E+00  -0.376667E+00   0.184086E+05   0.965102E+00
  3627   0.523929E+01   0.192379E+00  -0.375075E+00   0.183943E+05   0.965243E+00
  3628   0.523300E+01   0.191161E+00  -0.373462E+00   0.183799E+05   0.965394E+00
  3629   0.522664E+01   0.189957E+00  -0.371807E+00   0.183656E+05   0.965554E+00
  3630   0.522021E+01   0.188759E+00  -0.370117E+00   0.183513E+05   0.965722E+00
  3631   0.521364E+01   0.187559E+00  -0.368392E+00   0.183370E+05   0.965900E+00
  3632   0.520692E+01   0.186366E+00  -0.366639E+00   0.183228E+05   0.966086E+00
  3633   0.520028E+01   0.185186E+00  -0.364850E+00   0.183085E+05   0.966280E+00
  3634   0.519349E+01   0.184006E+00  -0.363034E+00   0.182942E+05   0.966484E+00
  3635   0.518663E+01   0.182839E+00  -0.361190E+00   0.182800E+05   0.966695E+00
  3636   0.517970E+01   0.181686E+00  -0.359302E+00   0.182658E+05   0.966915E+00
  3637   0.517262E+01   0.180525E+00  -0.357395E+00   0.182515E+05   0.967142E+00
  3638   0.516554E+01   0.179384E+00  -0.355451E+00   0.182373E+05   0.967378E+00
  3639   0.515832E+01   0.178251E+00  -0.353480E+00   0.182231E+05   0.967622E+00
  3640   0.515102E+01   0.177123E+00  -0.351487E+00   0.182089E+05   0.967873E+00
  3641   0.514357E+01   0.176003E+00  -0.349466E+00   0.181948E+05   0.968131E+00
  3642   0.513605E+01   0.174888E+00  -0.347410E+00   0.181806E+05   0.968398E+00
  3643   0.512852E+01   0.173788E+00  -0.345340E+00   0.181665E+05   0.968671E+00
  3644   0.512070E+01   0.172695E+00  -0.343241E+00   0.181523E+05   0.968951E+00
  3645   0.511295E+01   0.171615E+00  -0.341114E+00   0.181382E+05   0.969239E+00
  3646   0.510504E+01   0.170542E+00  -0.338966E+00   0.181241E+05   0.969534E+00
  3647   0.509714E+01   0.169469E+00  -0.336797E+00   0.181100E+05   0.969835E+00
  3648   0.508901E+01   0.168416E+00  -0.334607E+00   0.180959E+05   0.970143E+00
  3649   0.508087E+01   0.167371E+00  -0.332395E+00   0.180818E+05   0.970457E+00
  3650   0.507258E+01   0.166333E+00  -0.330169E+00   0.180677E+05   0.970778E+00
  3651   0.506429E+01   0.165308E+00  -0.327907E+00   0.180537E+05   0.971105E+00
  3652   0.505584E+01   0.164291E+00  -0.325646E+00   0.180396E+05   0.971438E+00
  3653   0.504724E+01   0.163287E+00  -0.323357E+00   0.180256E+05   0.971777E+00
  3654   0.503856E+01   0.162284E+00  -0.321053E+00   0.180116E+05   0.972122E+00
  3655   0.502973E+01   0.161302E+00  -0.318729E+00   0.179976E+05   0.972473E+00
  3656   0.502089E+01   0.160327E+00  -0.316391E+00   0.179836E+05   0.972828E+00
  3657   0.501189E+01   0.159366E+00  -0.314047E+00   0.179696E+05   0.973189E+00
  3658   0.500289E+01   0.158420E+00  -0.311682E+00   0.179556E+05   0.973556E+00
  3659   0.499366E+01   0.157473E+00  -0.309303E+00   0.179417E+05   0.973927E+00
  3660   0.498442E+01   0.156549E+00  -0.306911E+00   0.179277E+05   0.974302E+00
  3661   0.497495E+01   0.155631E+00  -0.304513E+00   0.179138E+05   0.974682E+00
  3662   0.496555E+01   0.154728E+00  -0.302103E+00   0.178998E+05   0.975067E+00
  3663   0.495599E+01   0.153832E+00  -0.299686E+00   0.178859E+05   0.975456E+00
  3664   0.494628E+01   0.152951E+00  -0.297264E+00   0.178720E+05   0.975848E+00
  3665   0.493648E+01   0.152077E+00  -0.294813E+00   0.178581E+05   0.976245E+00
  3666   0.492667E+01   0.151211E+00  -0.292380E+00   0.178442E+05   0.976645E+00
  3667   0.491671E+01   0.150374E+00  -0.289941E+00   0.178303E+05   0.977049E+00
  3668   0.490674E+01   0.149536E+00  -0.287482E+00   0.178165E+05   0.977456E+00
  3669   0.489653E+01   0.148714E+00  -0.285025E+00   0.178026E+05   0.977866E+00
  3670   0.488639E+01   0.147899E+00  -0.282578E+00   0.177888E+05   0.978280E+00
  3671   0.487594E+01   0.147106E+00  -0.280110E+00   0.177750E+05   0.978696E+00
  3672   0.486556E+01   0.146321E+00  -0.277645E+00   0.177612E+05   0.979114E+00
  3673   0.485502E+01   0.145544E+00  -0.275175E+00   0.177473E+05   0.979535E+00
  3674   0.484440E+01   0.144788E+00  -0.272715E+00   0.177336E+05   0.979959E+00
  3675   0.483368E+01   0.144040E+00  -0.270250E+00   0.177198E+05   0.980384E+00
  3676   0.482296E+01   0.143308E+00  -0.267795E+00   0.177060E+05   0.980812E+00
  3677   0.481208E+01   0.142583E+00  -0.265320E+00   0.176922E+05   0.981241E+00
  3678   0.480111E+01   0.141872E+00  -0.262863E+00   0.176785E+05   0.981672E+00
  3679   0.479006E+01   0.141177E+00  -0.260409E+00   0.176648E+05   0.982104E+00
  3680   0.477899E+01   0.140490E+00  -0.257957E+00   0.176510E+05   0.982538E+00
  3681   0.476769E+01   0.139818E+00  -0.255516E+00   0.176373E+05   0.982972E+00
  3682   0.475638E+01   0.139161E+00  -0.253078E+00   0.176236E+05   0.983408E+00
  3683   0.474498E+01   0.138512E+00  -0.250650E+00   0.176099E+05   0.983844E+00
  3684   0.473356E+01   0.137886E+00  -0.248225E+00   0.175962E+05   0.984281E+00
  3685   0.472199E+01   0.137260E+00  -0.245804E+00   0.175826E+05   0.984718E+00
  3686   0.471040E+01   0.136642E+00  -0.243401E+00   0.175689E+05   0.985155E+00
  3687   0.469864E+01   0.136047E+00  -0.241001E+00   0.175553E+05   0.985593E+00
  3688   0.468688E+01   0.135467E+00  -0.238604E+00   0.175416E+05   0.986030E+00
  3689   0.467510E+01   0.134895E+00  -0.236226E+00   0.175280E+05   0.986467E+00
  3690   0.466301E+01   0.134339E+00  -0.233859E+00   0.175144E+05   0.986903E+00
  3691   0.465105E+01   0.133798E+00  -0.231503E+00   0.175008E+05   0.987339E+00
  3692   0.463900E+01   0.133265E+00  -0.229165E+00   0.174872E+05   0.987774E+00
  3693   0.462686E+01   0.132748E+00  -0.226839E+00   0.174736E+05   0.988208E+00
  3694   0.461464E+01   0.132239E+00  -0.224523E+00   0.174600E+05   0.988641E+00
  3695   0.460239E+01   0.131746E+00  -0.222227E+00   0.174465E+05   0.989073E+00
  3696   0.458999E+01   0.131261E+00  -0.219949E+00   0.174329E+05   0.989503E+00
  3697   0.457756E+01   0.130799E+00  -0.217683E+00   0.174194E+05   0.989931E+00
  3698   0.456520E+01   0.130337E+00  -0.215435E+00   0.174059E+05   0.990357E+00
  3699   0.455266E+01   0.129892E+00  -0.213192E+00   0.173923E+05   0.990782E+00
  3700   0.454004E+01   0.129462E+00  -0.210983E+00   0.173788E+05   0.991204E+00
  3701   0.452740E+01   0.129041E+00  -0.208785E+00   0.173654E+05   0.991624E+00
  3702   0.451467E+01   0.128628E+00  -0.206607E+00   0.173519E+05   0.992041E+00
  3703   0.450192E+01   0.128238E+00  -0.204448E+00   0.173384E+05   0.992456E+00
  3704   0.448915E+01   0.127850E+00  -0.202308E+00   0.173249E+05   0.992868E+00
  3705   0.447630E+01   0.127484E+00  -0.200180E+00   0.173115E+05   0.993277E+00
  3706   0.446335E+01   0.127112E+00  -0.198080E+00   0.172981E+05   0.993684E+00
  3707   0.445038E+01   0.126771E+00  -0.196007E+00   0.172846E+05   0.994088E+00
  3708   0.443733E+01   0.126431E+00  -0.193953E+00   0.172712E+05   0.994488E+00
  3709   0.442433E+01   0.126107E+00  -0.191920E+00   0.172578E+05   0.994886E+00
  3710   0.441132E+01   0.125791E+00  -0.189914E+00   0.172444E+05   0.995280E+00
  3711   0.439814E+01   0.125491E+00  -0.187921E+00   0.172310E+05   0.995671E+00
  3712   0.438502E+01   0.125200E+00  -0.185970E+00   0.172177E+05   0.996059E+00
  3713   0.437188E+01   0.124917E+00  -0.184025E+00   0.172043E+05   0.996443E+00
  3714   0.435865E+01   0.124627E+00  -0.182115E+00   0.171909E+05   0.996823E+00
  3715   0.434541E+01   0.124376E+00  -0.180226E+00   0.171776E+05   0.997200E+00
  3716   0.433208E+01   0.124126E+00  -0.178364E+00   0.171643E+05   0.997573E+00
  3717   0.431880E+01   0.123885E+00  -0.176531E+00   0.171510E+05   0.997943E+00
  3718   0.430551E+01   0.123652E+00  -0.174719E+00   0.171377E+05   0.998308E+00
  3719   0.429206E+01   0.123434E+00  -0.172936E+00   0.171244E+05   0.998670E+00
  3720   0.427874E+01   0.123248E+00  -0.171180E+00   0.171111E+05   0.999027E+00
  3721   0.426533E+01   0.123048E+00  -0.169454E+00   0.170978E+05   0.999380E+00
  3722   0.425198E+01   0.122857E+00  -0.167749E+00   0.170845E+05   0.999729E+00
  3723   0.423854E+01   0.122681E+00  -0.166080E+00   0.170713E+05   0.100007E+01
  3724   0.422516E+01   0.122514E+00  -0.164432E+00   0.170580E+05   0.100041E+01
  3725   0.421169E+01   0.122356E+00  -0.162821E+00   0.170448E+05   0.100075E+01
  3726   0.419821E+01   0.122199E+00  -0.161232E+00   0.170316E+05   0.100108E+01
  3727   0.418478E+01   0.122065E+00  -0.159679E+00   0.170184E+05   0.100140E+01
  3728   0.417134E+01   0.121925E+00  -0.158156E+00   0.170052E+05   0.100173E+01
  3729   0.415782E+01   0.121816E+00  -0.156662E+00   0.169920E+05   0.100204E+01
  3730   0.414442E+01   0.121700E+00  -0.155190E+00   0.169788E+05   0.100235E+01
  3731   0.413094E+01   0.121594E+00  -0.153755E+00   0.169656E+05   0.100266E+01
  3732   0.411752E+01   0.121488E+00  -0.152350E+00   0.169525E+05   0.100296E+01
  3733   0.410401E+01   0.121406E+00  -0.150975E+00   0.169393E+05   0.100326E+01
  3734   0.409064E+01   0.121325E+00  -0.149623E+00   0.169262E+05   0.100355E+01
  3735   0.407718E+01   0.121245E+00  -0.148315E+00   0.169131E+05   0.100383E+01
  3736   0.406378E+01   0.121182E+00  -0.147045E+00   0.169000E+05   0.100411E+01
  3737   0.405044E+01   0.121127E+00  -0.145790E+00   0.168869E+05   0.100438E+01
  3738   0.403693E+01   0.121073E+00  -0.144581E+00   0.168738E+05   0.100465E+01
  3739   0.402357E+01   0.121035E+00  -0.143387E+00   0.168607E+05   0.100491E+01
  3740   0.401034E+01   0.120999E+00  -0.142231E+00   0.168476E+05   0.100517E+01
  3741   0.399694E+01   0.120972E+00  -0.141084E+00   0.168346E+05   0.100542E+01
  3742   0.398361E+01   0.120945E+00  -0.139989E+00   0.168215E+05   0.100566E+01
  3743   0.397034E+01   0.120928E+00  -0.138926E+00   0.168085E+05   0.100590E+01
  3744   0.395714E+01   0.120919E+00  -0.137893E+00   0.167954E+05   0.100613E+01
  3745   0.394392E+01   0.120918E+00  -0.136892E+00   0.167824E+05   0.100635E+01
  3746   0.393076E+01   0.120919E+00  -0.135929E+00   0.167694E+05   0.100657E+01
  3747   0.391751E+01   0.120929E+00  -0.134997E+00   0.167564E+05   0.100678E+01
  3748   0.390440E+01   0.120940E+00  -0.134097E+00   0.167434E+05   0.100699E+01
  3749   0.389136E+01   0.120960E+00  -0.133221E+00   0.167305E+05   0.100719E+01
  3750   0.387822E+01   0.120982E+00  -0.132384E+00   0.167175E+05   0.100738E+01
  3751   0.386530E+01   0.121012E+00  -0.131579E+00   0.167045E+05   0.100756E+01
  3752   0.385229E+01   0.121043E+00  -0.130813E+00   0.166916E+05   0.100774E+01
  3753   0.383935E+01   0.121090E+00  -0.130071E+00   0.166787E+05   0.100791E+01
  3754   0.382647E+01   0.121132E+00  -0.129354E+00   0.166657E+05   0.100807E+01
  3755   0.381358E+01   0.121182E+00  -0.128676E+00   0.166528E+05   0.100823E+01
  3756   0.380075E+01   0.121233E+00  -0.128037E+00   0.166399E+05   0.100838E+01
  3757   0.378798E+01   0.121286E+00  -0.127423E+00   0.166270E+05   0.100852E+01
  3758   0.377521E+01   0.121347E+00  -0.126833E+00   0.166141E+05   0.100865E+01
  3759   0.376258E+01   0.121410E+00  -0.126283E+00   0.166013E+05   0.100878E+01
  3760   0.374993E+01   0.121488E+00  -0.125758E+00   0.165884E+05   0.100890E+01
  3761   0.373750E+01   0.121561E+00  -0.125265E+00   0.165756E+05   0.100901E+01
  3762   0.372499E+01   0.121634E+00  -0.124804E+00   0.165627E+05   0.100912E+01
  3763   0.371254E+01   0.121709E+00  -0.124368E+00   0.165499E+05   0.100921E+01
  3764   0.370016E+01   0.121785E+00  -0.123972E+00   0.165371E+05   0.100930E+01
  3765   0.368785E+01   0.121869E+00  -0.123593E+00   0.165243E+05   0.100938E+01
  3766   0.367567E+01   0.121947E+00  -0.123254E+00   0.165115E+05   0.100945E+01
  3767   0.366342E+01   0.122034E+00  -0.122948E+00   0.164987E+05   0.100952E+01
  3768   0.365131E+01   0.122129E+00  -0.122659E+00   0.164859E+05   0.100957E+01
  3769   0.363926E+01   0.122218E+00  -0.122403E+00   0.164731E+05   0.100962E+01
  3770   0.362729E+01   0.122315E+00  -0.122172E+00   0.164604E+05   0.100966E+01
  3771   0.361538E+01   0.122399E+00  -0.121981E+00   0.164476E+05   0.100969E+01
  3772   0.360354E+01   0.122491E+00  -0.121808E+00   0.164349E+05   0.100972E+01
  3773   0.359177E+01   0.122591E+00  -0.121668E+00   0.164222E+05   0.100973E+01
  3774   0.358007E+01   0.122700E+00  -0.121553E+00   0.164094E+05   0.100974E+01
  3775   0.356843E+01   0.122788E+00  -0.121456E+00   0.163967E+05   0.100974E+01
  3776   0.355687E+01   0.122891E+00  -0.121399E+00   0.163840E+05   0.100973E+01
  3777   0.354545E+01   0.122988E+00  -0.121368E+00   0.163714E+05   0.100971E+01
  3778   0.353418E+01   0.123093E+00  -0.121355E+00   0.163587E+05   0.100968E+01
  3779   0.352283E+01   0.123185E+00  -0.121382E+00   0.163460E+05   0.100964E+01
  3780   0.351162E+01   0.123285E+00  -0.121420E+00   0.163334E+05   0.100960E+01
  3781   0.350049E+01   0.123378E+00  -0.121492E+00   0.163207E+05   0.100954E+01
  3782   0.348935E+01   0.123479E+00  -0.121581E+00   0.163081E+05   0.100948E+01
  3783   0.347821E+01   0.123575E+00  -0.121697E+00   0.162955E+05   0.100941E+01
  3784   0.346737E+01   0.123670E+00  -0.121853E+00   0.162828E+05   0.100933E+01
  3785   0.345652E+01   0.123767E+00  -0.122005E+00   0.162702E+05   0.100923E+01
  3786   0.344567E+01   0.123865E+00  -0.122199E+00   0.162577E+05   0.100913E+01
  3787   0.343505E+01   0.123963E+00  -0.122410E+00   0.162451E+05   0.100903E+01
  3788   0.342450E+01   0.124047E+00  -0.122641E+00   0.162325E+05   0.100891E+01
  3789   0.341402E+01   0.124140E+00  -0.122897E+00   0.162199E+05   0.100878E+01
  3790   0.340361E+01   0.124226E+00  -0.123180E+00   0.162074E+05   0.100864E+01
  3791   0.339328E+01   0.124312E+00  -0.123481E+00   0.161948E+05   0.100849E+01
  3792   0.338310E+01   0.124400E+00  -0.123801E+00   0.161823E+05   0.100834E+01
  3793   0.337292E+01   0.124481E+00  -0.124125E+00   0.161698E+05   0.100817E+01
  3794   0.336289E+01   0.124562E+00  -0.124483E+00   0.161573E+05   0.100799E+01
  3795   0.335293E+01   0.124637E+00  -0.124860E+00   0.161448E+05   0.100781E+01
  3796   0.334305E+01   0.124712E+00  -0.125278E+00   0.161323E+05   0.100761E+01
  3797   0.333324E+01   0.124788E+00  -0.125700E+00   0.161198E+05   0.100741E+01
  3798   0.332359E+01   0.124857E+00  -0.126141E+00   0.161073E+05   0.100719E+01
  3799   0.331401E+01   0.124927E+00  -0.126594E+00   0.160949E+05   0.100696E+01
  3800   0.330444E+01   0.124998E+00  -0.127074E+00   0.160824E+05   0.100673E+01
  3801   0.329501E+01   0.125047E+00  -0.127565E+00   0.160700E+05   0.100648E+01
  3802   0.328567E+01   0.125111E+00  -0.128076E+00   0.160575E+05   0.100623E+01
  3803   0.327640E+01   0.125161E+00  -0.128598E+00   0.160451E+05   0.100596E+01
  3804   0.326736E+01   0.125212E+00  -0.129139E+00   0.160327E+05   0.100568E+01
  3805   0.325825E+01   0.125263E+00  -0.129700E+00   0.160203E+05   0.100539E+01
  3806   0.324929E+01   0.125307E+00  -0.130264E+00   0.160079E+05   0.100510E+01
  3807   0.324048E+01   0.125344E+00  -0.130848E+00   0.159955E+05   0.100479E+01
  3808   0.323167E+01   0.125382E+00  -0.131443E+00   0.159832E+05   0.100447E+01
  3809   0.322302E+01   0.125420E+00  -0.132058E+00   0.159708E+05   0.100414E+01
  3810   0.321453E+01   0.125444E+00  -0.132676E+00   0.159584E+05   0.100380E+01
  3811   0.320604E+01   0.125468E+00  -0.133313E+00   0.159461E+05   0.100346E+01
  3812   0.319770E+01   0.125478E+00  -0.133954E+00   0.159338E+05   0.100310E+01
  3813   0.318936E+01   0.125495E+00  -0.134614E+00   0.159214E+05   0.100273E+01
  3814   0.318111E+01   0.125506E+00  -0.135293E+00   0.159091E+05   0.100235E+01
  3815   0.317301E+01   0.125516E+00  -0.135968E+00   0.158968E+05   0.100196E+01
  3816   0.316499E+01   0.125520E+00  -0.136654E+00   0.158845E+05   0.100156E+01
  3817   0.315706E+01   0.125509E+00  -0.137352E+00   0.158723E+05   0.100115E+01
  3818   0.314920E+01   0.125505E+00  -0.138053E+00   0.158600E+05   0.100073E+01
  3819   0.314149E+01   0.125487E+00  -0.138766E+00   0.158477E+05   0.100029E+01
  3820   0.313380E+01   0.125470E+00  -0.139497E+00   0.158355E+05   0.999854E+00
  3821   0.312626E+01   0.125444E+00  -0.140217E+00   0.158232E+05   0.999402E+00
  3822   0.311872E+01   0.125419E+00  -0.140955E+00   0.158110E+05   0.998940E+00
  3823   0.311134E+01   0.125387E+00  -0.141698E+00   0.157988E+05   0.998468E+00
  3824   0.310397E+01   0.125348E+00  -0.142443E+00   0.157866E+05   0.997985E+00
  3825   0.309676E+01   0.125301E+00  -0.143185E+00   0.157744E+05   0.997492E+00
  3826   0.308970E+01   0.125254E+00  -0.143938E+00   0.157622E+05   0.996989E+00
  3827   0.308258E+01   0.125192E+00  -0.144701E+00   0.157500E+05   0.996475E+00
  3828   0.307561E+01   0.125131E+00  -0.145461E+00   0.157378E+05   0.995952E+00
  3829   0.306872E+01   0.125062E+00  -0.146224E+00   0.157256E+05   0.995417E+00
  3830   0.306199E+01   0.124993E+00  -0.146990E+00   0.157135E+05   0.994873E+00
  3831   0.305527E+01   0.124916E+00  -0.147759E+00   0.157013E+05   0.994318E+00
  3832   0.304864E+01   0.124832E+00  -0.148525E+00   0.156892E+05   0.993753E+00
  3833   0.304209E+01   0.124733E+00  -0.149294E+00   0.156771E+05   0.993177E+00
  3834   0.303569E+01   0.124642E+00  -0.150066E+00   0.156650E+05   0.992591E+00
  3835   0.302931E+01   0.124543E+00  -0.150833E+00   0.156529E+05   0.991995E+00
  3836   0.302300E+01   0.124436E+00  -0.151604E+00   0.156408E+05   0.991388E+00
  3837   0.301679E+01   0.124322E+00  -0.152371E+00   0.156287E+05   0.990771E+00
  3838   0.301065E+01   0.124200E+00  -0.153140E+00   0.156166E+05   0.990144E+00
  3839   0.300461E+01   0.124078E+00  -0.153913E+00   0.156045E+05   0.989506E+00
  3840   0.299864E+01   0.123940E+00  -0.154674E+00   0.155925E+05   0.988858E+00
  3841   0.299276E+01   0.123810E+00  -0.155438E+00   0.155804E+05   0.988199E+00
  3842   0.298697E+01   0.123665E+00  -0.156197E+00   0.155684E+05   0.987530E+00
  3843   0.298119E+01   0.123512E+00  -0.156944E+00   0.155564E+05   0.986851E+00
  3844   0.297549E+01   0.123359E+00  -0.157702E+00   0.155443E+05   0.986161E+00
  3845   0.296996E+01   0.123205E+00  -0.158447E+00   0.155323E+05   0.985461E+00
  3846   0.296436E+01   0.123029E+00  -0.159181E+00   0.155203E+05   0.984751E+00
  3847   0.295884E+01   0.122860E+00  -0.159925E+00   0.155083E+05   0.984030E+00
  3848   0.295349E+01   0.122683E+00  -0.160649E+00   0.154964E+05   0.983299E+00
  3849   0.294815E+01   0.122490E+00  -0.161368E+00   0.154844E+05   0.982557E+00
  3850   0.294290E+01   0.122298E+00  -0.162083E+00   0.154724E+05   0.981805E+00
  3851   0.293773E+01   0.122097E+00  -0.162793E+00   0.154605E+05   0.981042E+00
  3852   0.293258E+01   0.121896E+00  -0.163498E+00   0.154485E+05   0.980270E+00
  3853   0.292758E+01   0.121687E+00  -0.164183E+00   0.154366E+05   0.979486E+00
  3854   0.292260E+01   0.121447E+00  -0.164871E+00   0.154247E+05   0.978693E+00
  3855   0.291764E+01   0.121230E+00  -0.165546E+00   0.154128E+05   0.977890E+00
  3856   0.291276E+01   0.121004E+00  -0.166209E+00   0.154009E+05   0.977076E+00
  3857   0.290803E+01   0.120763E+00  -0.166866E+00   0.153890E+05   0.976253E+00
  3858   0.290325E+01   0.120522E+00  -0.167525E+00   0.153771E+05   0.975420E+00
  3859   0.289856E+01   0.120273E+00  -0.168165E+00   0.153652E+05   0.974577E+00
  3860   0.289395E+01   0.120045E+00  -0.168791E+00   0.153533E+05   0.973725E+00
  3861   0.288935E+01   0.119787E+00  -0.169412E+00   0.153415E+05   0.972863E+00
  3862   0.288491E+01   0.119521E+00  -0.170020E+00   0.153296E+05   0.971991E+00
  3863   0.288041E+01   0.119255E+00  -0.170615E+00   0.153178E+05   0.971110E+00
  3864   0.287600E+01   0.118980E+00  -0.171196E+00   0.153060E+05   0.970220E+00
  3865   0.287160E+01   0.118698E+00  -0.171765E+00   0.152941E+05   0.969320E+00
  3866   0.286729E+01   0.118422E+00  -0.172320E+00   0.152823E+05   0.968411E+00
  3867   0.286299E+01   0.118131E+00  -0.172862E+00   0.152705E+05   0.967493E+00
  3868   0.285877E+01   0.117839E+00  -0.173398E+00   0.152587E+05   0.966567E+00
  3869   0.285456E+01   0.117532E+00  -0.173913E+00   0.152470E+05   0.965631E+00
  3870   0.285045E+01   0.117224E+00  -0.174414E+00   0.152352E+05   0.964686E+00
  3871   0.284641E+01   0.116916E+00  -0.174902E+00   0.152234E+05   0.963733E+00
  3872   0.284232E+01   0.116591E+00  -0.175376E+00   0.152117E+05   0.962771E+00
  3873   0.283824E+01   0.116267E+00  -0.175837E+00   0.151999E+05   0.961800E+00
  3874   0.283424E+01   0.115941E+00  -0.176283E+00   0.151882E+05   0.960821E+00
  3875   0.283033E+01   0.115630E+00  -0.176716E+00   0.151765E+05   0.959834E+00
  3876   0.282635E+01   0.115289E+00  -0.177134E+00   0.151648E+05   0.958838E+00
  3877   0.282254E+01   0.114946E+00  -0.177532E+00   0.151531E+05   0.957834E+00
  3878   0.281866E+01   0.114596E+00  -0.177907E+00   0.151414E+05   0.956822E+00
  3879   0.281487E+01   0.114252E+00  -0.178276E+00   0.151297E+05   0.955801E+00
  3880   0.281109E+01   0.113893E+00  -0.178623E+00   0.151180E+05   0.954773E+00
  3881   0.280732E+01   0.113511E+00  -0.178956E+00   0.151063E+05   0.953737E+00
  3882   0.280348E+01   0.113150E+00  -0.179275E+00   0.150947E+05   0.952693E+00
  3883   0.279981E+01   0.112767E+00  -0.179571E+00   0.150830E+05   0.951641E+00
  3884   0.279615E+01   0.112397E+00  -0.179853E+00   0.150714E+05   0.950582E+00
  3885   0.279250E+01   0.112012E+00  -0.180128E+00   0.150597E+05   0.949515E+00
  3886   0.278886E+01   0.111633E+00  -0.180374E+00   0.150481E+05   0.948440E+00
  3887   0.278523E+01   0.111246E+00  -0.180597E+00   0.150365E+05   0.947359E+00
  3888   0.278161E+01   0.110859E+00  -0.180813E+00   0.150249E+05   0.946269E+00
  3889   0.277808E+01   0.110441E+00  -0.181014E+00   0.150133E+05   0.945173E+00
  3890   0.277455E+01   0.110059E+00  -0.181185E+00   0.150017E+05   0.944069E+00
  3891   0.277097E+01   0.109654E+00  -0.181348E+00   0.149902E+05   0.942959E+00
  3892   0.276739E+01   0.109249E+00  -0.181489E+00   0.149786E+05   0.941841E+00
  3893   0.276390E+01   0.108842E+00  -0.181615E+00   0.149670E+05   0.940716E+00
  3894   0.276035E+01   0.108428E+00  -0.181719E+00   0.149555E+05   0.939585E+00
  3895   0.275673E+01   0.108012E+00  -0.181799E+00   0.149439E+05   0.938447E+00
  3896   0.275327E+01   0.107588E+00  -0.181872E+00   0.149324E+05   0.937302E+00
  3897   0.274975E+01   0.107171E+00  -0.181907E+00   0.149209E+05   0.936151E+00
  3898   0.274631E+01   0.106745E+00  -0.181933E+00   0.149094E+05   0.934993E+00
  3899   0.274274E+01   0.106312E+00  -0.181945E+00   0.148979E+05   0.933829E+00
  3900   0.273932E+01   0.105877E+00  -0.181933E+00   0.148864E+05   0.932658E+00
  3901   0.273584E+01   0.105441E+00  -0.181905E+00   0.148749E+05   0.931482E+00
  3902   0.273229E+01   0.104997E+00  -0.181854E+00   0.148634E+05   0.930299E+00
  3903   0.272883E+01   0.104552E+00  -0.181788E+00   0.148520E+05   0.929110E+00
  3904   0.272531E+01   0.104114E+00  -0.181720E+00   0.148405E+05   0.927914E+00
  3905   0.272194E+01   0.103645E+00  -0.181615E+00   0.148291E+05   0.926713E+00
  3906   0.271843E+01   0.103198E+00  -0.181493E+00   0.148176E+05   0.925507E+00
  3907   0.271493E+01   0.102765E+00  -0.181341E+00   0.148062E+05   0.924294E+00
