#    L    TT             EE             TE             PP             TP          
  4718   0.329297E+00   0.104251E-01  -0.802105E-02   0.794625E+04   0.418398E+00
  4719   0.327989E+00   0.104136E-01  -0.796768E-02   0.794017E+04   0.417942E+00
  4720   0.326679E+00   0.104030E-01  -0.791596E-02   0.793409E+04   0.417488E+00
  4721   0.325391E+00   0.103917E-01  -0.786589E-02   0.792801E+04   0.417036E+00
  4722   0.324095E+00   0.103804E-01  -0.781822E-02   0.792194E+04   0.416586E+00
  4723   0.322813E+00   0.103700E-01  -0.777147E-02   0.791588E+04   0.416139E+00
  4724   0.321523E+00   0.103589E-01  -0.772712E-02   0.790982E+04   0.415693E+00
  4725   0.320262E+00   0.103487E-01  -0.768326E-02   0.790376E+04   0.415250E+00
  4726   0.318977E+00   0.103385E-01  -0.764210E-02   0.789771E+04   0.414809E+00
  4727   0.317722E+00   0.103283E-01  -0.760188E-02   0.789166E+04   0.414370E+00
  4728   0.316474E+00   0.103190E-01  -0.756409E-02   0.788562E+04   0.413933E+00
  4729   0.315218E+00   0.103090E-01  -0.752842E-02   0.787958E+04   0.413498E+00
  4730   0.313976E+00   0.102998E-01  -0.749437E-02   0.787355E+04   0.413066E+00
  4731   0.312741E+00   0.102900E-01  -0.746082E-02   0.786752E+04   0.412635E+00
  4732   0.311505E+00   0.102809E-01  -0.742978E-02   0.786149E+04   0.412207E+00
  4733   0.310277E+00   0.102712E-01  -0.740015E-02   0.785547E+04   0.411781E+00
  4734   0.309062E+00   0.102623E-01  -0.737215E-02   0.784946E+04   0.411357E+00
  4735   0.307855E+00   0.102534E-01  -0.734556E-02   0.784345E+04   0.410935E+00
  4736   0.306655E+00   0.102446E-01  -0.732069E-02   0.783744E+04   0.410515E+00
  4737   0.305454E+00   0.102366E-01  -0.729798E-02   0.783144E+04   0.410097E+00
  4738   0.304260E+00   0.102272E-01  -0.727625E-02   0.782544E+04   0.409682E+00
  4739   0.303081E+00   0.102186E-01  -0.725668E-02   0.781945E+04   0.409268E+00
  4740   0.301894E+00   0.102108E-01  -0.723781E-02   0.781346E+04   0.408857E+00
  4741   0.300736E+00   0.102001E-01  -0.722134E-02   0.780748E+04   0.408447E+00
  4742   0.299571E+00   0.101917E-01  -0.720631E-02   0.780150E+04   0.408040E+00
  4743   0.298413E+00   0.101833E-01  -0.719288E-02   0.779553E+04   0.407635E+00
  4744   0.297262E+00   0.101743E-01  -0.718029E-02   0.778956E+04   0.407232E+00
  4745   0.296118E+00   0.101660E-01  -0.716991E-02   0.778359E+04   0.406831E+00
  4746   0.294989E+00   0.101578E-01  -0.716106E-02   0.777763E+04   0.406432E+00
  4747   0.293867E+00   0.101482E-01  -0.715292E-02   0.777168E+04   0.406035E+00
  4748   0.292752E+00   0.101408E-01  -0.714707E-02   0.776573E+04   0.405640E+00
  4749   0.291630E+00   0.101320E-01  -0.714216E-02   0.775978E+04   0.405248E+00
  4750   0.290529E+00   0.101240E-01  -0.713873E-02   0.775384E+04   0.404857E+00
  4751   0.289437E+00   0.101154E-01  -0.713671E-02   0.774790E+04   0.404468E+00
  4752   0.288336E+00   0.101060E-01  -0.713615E-02   0.774197E+04   0.404082E+00
  4753   0.287266E+00   0.100974E-01  -0.713685E-02   0.773604E+04   0.403697E+00
  4754   0.286195E+00   0.100889E-01  -0.713895E-02   0.773012E+04   0.403314E+00
  4755   0.285124E+00   0.100804E-01  -0.714238E-02   0.772420E+04   0.402934E+00
  4756   0.284068E+00   0.100712E-01  -0.714720E-02   0.771828E+04   0.402556E+00
  4757   0.283020E+00   0.100620E-01  -0.715297E-02   0.771237E+04   0.402179E+00
  4758   0.281979E+00   0.100537E-01  -0.716021E-02   0.770647E+04   0.401805E+00
  4759   0.280938E+00   0.100439E-01  -0.716861E-02   0.770057E+04   0.401433E+00
  4760   0.279911E+00   0.100356E-01  -0.717819E-02   0.769467E+04   0.401063E+00
  4761   0.278893E+00   0.100266E-01  -0.718878E-02   0.768878E+04   0.400695E+00
  4762   0.277882E+00   0.100169E-01  -0.720054E-02   0.768289E+04   0.400329E+00
  4763   0.276886E+00   0.100080E-01  -0.721443E-02   0.767701E+04   0.399965E+00
  4764   0.275897E+00   0.999836E-02  -0.722830E-02   0.767113E+04   0.399603E+00
  4765   0.274909E+00   0.998876E-02  -0.724310E-02   0.766525E+04   0.399243E+00
  4766   0.273928E+00   0.997920E-02  -0.725973E-02   0.765938E+04   0.398886E+00
  4767   0.272970E+00   0.996892E-02  -0.727738E-02   0.765352E+04   0.398530E+00
  4768   0.272012E+00   0.995866E-02  -0.729529E-02   0.764766E+04   0.398177E+00
  4769   0.271061E+00   0.994918E-02  -0.731502E-02   0.764180E+04   0.397826E+00
  4770   0.270104E+00   0.993898E-02  -0.733576E-02   0.763595E+04   0.397476E+00
  4771   0.269176E+00   0.992880E-02  -0.735676E-02   0.763010E+04   0.397129E+00
  4772   0.268241E+00   0.991790E-02  -0.737951E-02   0.762426E+04   0.396784E+00
  4773   0.267322E+00   0.990702E-02  -0.740252E-02   0.761842E+04   0.396441E+00
  4774   0.266410E+00   0.989616E-02  -0.742578E-02   0.761258E+04   0.396101E+00
  4775   0.265506E+00   0.988531E-02  -0.745079E-02   0.760676E+04   0.395762E+00
  4776   0.264602E+00   0.987449E-02  -0.747606E-02   0.760093E+04   0.395425E+00
  4777   0.263721E+00   0.986293E-02  -0.750232E-02   0.759511E+04   0.395091E+00
  4778   0.262841E+00   0.985139E-02  -0.752957E-02   0.758929E+04   0.394759E+00
  4779   0.261968E+00   0.983987E-02  -0.755931E-02   0.758348E+04   0.394429E+00
  4780   0.261103E+00   0.982760E-02  -0.758781E-02   0.757767E+04   0.394101E+00
  4781   0.260246E+00   0.981610E-02  -0.761582E-02   0.757187E+04   0.393775E+00
  4782   0.259404E+00   0.980385E-02  -0.764481E-02   0.756607E+04   0.393451E+00
  4783   0.258570E+00   0.979162E-02  -0.767554E-02   0.756028E+04   0.393129E+00
  4784   0.257730E+00   0.977865E-02  -0.770577E-02   0.755449E+04   0.392810E+00
  4785   0.256912E+00   0.976642E-02  -0.773773E-02   0.754870E+04   0.392493E+00
  4786   0.256102E+00   0.975271E-02  -0.776993E-02   0.754292E+04   0.392177E+00
  4787   0.255285E+00   0.973974E-02  -0.780237E-02   0.753715E+04   0.391864E+00
  4788   0.254491E+00   0.972678E-02  -0.783505E-02   0.753137E+04   0.391553E+00
  4789   0.253698E+00   0.971307E-02  -0.786946E-02   0.752561E+04   0.391245E+00
  4790   0.252913E+00   0.969935E-02  -0.790335E-02   0.751984E+04   0.390938E+00
  4791   0.252143E+00   0.968489E-02  -0.793823E-02   0.751408E+04   0.390634E+00
  4792   0.251374E+00   0.967117E-02  -0.797185E-02   0.750833E+04   0.390332E+00
  4793   0.250613E+00   0.965669E-02  -0.800645E-02   0.750258E+04   0.390032E+00
  4794   0.249860E+00   0.964147E-02  -0.804277E-02   0.749683E+04   0.389734E+00
  4795   0.249123E+00   0.962549E-02  -0.807932E-02   0.749109E+04   0.389438E+00
  4796   0.248379E+00   0.961099E-02  -0.811461E-02   0.748536E+04   0.389144E+00
  4797   0.247658E+00   0.959498E-02  -0.815161E-02   0.747962E+04   0.388853E+00
  4798   0.246937E+00   0.957971E-02  -0.819032E-02   0.747390E+04   0.388564E+00
  4799   0.246233E+00   0.956368E-02  -0.822777E-02   0.746817E+04   0.388277E+00
  4800   0.245529E+00   0.954763E-02  -0.826545E-02   0.746245E+04   0.387992E+00
  4801   0.244826E+00   0.953008E-02  -0.830334E-02   0.745674E+04   0.387710E+00
  4802   0.244139E+00   0.951399E-02  -0.834146E-02   0.745103E+04   0.387429E+00
  4803   0.243460E+00   0.949714E-02  -0.837904E-02   0.744532E+04   0.387151E+00
  4804   0.242782E+00   0.948028E-02  -0.841758E-02   0.743962E+04   0.386875E+00
  4805   0.242112E+00   0.946264E-02  -0.845483E-02   0.743392E+04   0.386601E+00
  4806   0.241451E+00   0.944573E-02  -0.849303E-02   0.742823E+04   0.386329E+00
  4807   0.240797E+00   0.942731E-02  -0.853142E-02   0.742254E+04   0.386059E+00
  4808   0.240160E+00   0.940887E-02  -0.856926E-02   0.741685E+04   0.385791E+00
  4809   0.239508E+00   0.939040E-02  -0.860803E-02   0.741117E+04   0.385525E+00
  4810   0.238887E+00   0.937191E-02  -0.864550E-02   0.740550E+04   0.385261E+00
  4811   0.238252E+00   0.935191E-02  -0.868389E-02   0.739983E+04   0.384999E+00
  4812   0.237647E+00   0.933337E-02  -0.872245E-02   0.739416E+04   0.384740E+00
  4813   0.237036E+00   0.931480E-02  -0.876044E-02   0.738850E+04   0.384482E+00
  4814   0.236433E+00   0.929472E-02  -0.879785E-02   0.738284E+04   0.384225E+00
  4815   0.235838E+00   0.927535E-02  -0.883542E-02   0.737718E+04   0.383971E+00
  4816   0.235252E+00   0.925373E-02  -0.887315E-02   0.737153E+04   0.383719E+00
  4817   0.234674E+00   0.923430E-02  -0.891103E-02   0.736589E+04   0.383468E+00
  4818   0.234104E+00   0.921336E-02  -0.894832E-02   0.736025E+04   0.383220E+00
  4819   0.233520E+00   0.919239E-02  -0.898574E-02   0.735461E+04   0.382973E+00
  4820   0.232967E+00   0.917213E-02  -0.902257E-02   0.734898E+04   0.382728E+00
  4821   0.232407E+00   0.915035E-02  -0.905804E-02   0.734335E+04   0.382485E+00
  4822   0.231855E+00   0.912780E-02  -0.909513E-02   0.733772E+04   0.382243E+00
  4823   0.231312E+00   0.910670E-02  -0.913086E-02   0.733211E+04   0.382003E+00
  4824   0.230770E+00   0.908408E-02  -0.916745E-02   0.732649E+04   0.381765E+00
  4825   0.230235E+00   0.906217E-02  -0.920268E-02   0.732088E+04   0.381528E+00
  4826   0.229717E+00   0.903947E-02  -0.923653E-02   0.731527E+04   0.381293E+00
  4827   0.229184E+00   0.901600E-02  -0.927198E-02   0.730967E+04   0.381060E+00
  4828   0.228675E+00   0.899324E-02  -0.930604E-02   0.730407E+04   0.380829E+00
  4829   0.228166E+00   0.897044E-02  -0.933872E-02   0.729848E+04   0.380599E+00
  4830   0.227666E+00   0.894611E-02  -0.937224E-02   0.729289E+04   0.380370E+00
  4831   0.227174E+00   0.892249E-02  -0.940510E-02   0.728730E+04   0.380143E+00
  4832   0.226675E+00   0.889883E-02  -0.943657E-02   0.728172E+04   0.379918E+00
  4833   0.226193E+00   0.887438E-02  -0.946886E-02   0.727614E+04   0.379694E+00
  4834   0.225733E+00   0.884990E-02  -0.949975E-02   0.727057E+04   0.379471E+00
  4835   0.225259E+00   0.882537E-02  -0.953145E-02   0.726500E+04   0.379250E+00
  4836   0.224771E+00   0.880006E-02  -0.956173E-02   0.725944E+04   0.379030E+00
  4837   0.224314E+00   0.877544E-02  -0.959134E-02   0.725388E+04   0.378812E+00
  4838   0.223850E+00   0.875079E-02  -0.962026E-02   0.724832E+04   0.378595E+00
  4839   0.223395E+00   0.872460E-02  -0.964924E-02   0.724277E+04   0.378380E+00
  4840   0.222940E+00   0.869911E-02  -0.967604E-02   0.723722E+04   0.378166E+00
  4841   0.222494E+00   0.867358E-02  -0.970363E-02   0.723168E+04   0.377953E+00
  4842   0.222049E+00   0.864799E-02  -0.973053E-02   0.722614E+04   0.377742E+00
  4843   0.221619E+00   0.862014E-02  -0.975672E-02   0.722061E+04   0.377531E+00
  4844   0.221190E+00   0.859446E-02  -0.978145E-02   0.721508E+04   0.377322E+00
  4845   0.220769E+00   0.856799E-02  -0.980696E-02   0.720955E+04   0.377115E+00
  4846   0.220342E+00   0.854073E-02  -0.983102E-02   0.720403E+04   0.376908E+00
  4847   0.219923E+00   0.851342E-02  -0.985360E-02   0.719851E+04   0.376703E+00
  4848   0.219513E+00   0.848680E-02  -0.987620E-02   0.719300E+04   0.376499E+00
  4849   0.219095E+00   0.845939E-02  -0.989808E-02   0.718749E+04   0.376296E+00
  4850   0.218694E+00   0.843118E-02  -0.991922E-02   0.718198E+04   0.376094E+00
  4851   0.218301E+00   0.840366E-02  -0.994110E-02   0.717648E+04   0.375893E+00
  4852   0.217901E+00   0.837535E-02  -0.996150E-02   0.717098E+04   0.375693E+00
  4853   0.217510E+00   0.834698E-02  -0.997893E-02   0.716549E+04   0.375495E+00
  4854   0.217119E+00   0.831856E-02  -0.999561E-02   0.716000E+04   0.375297E+00
  4855   0.216737E+00   0.829010E-02  -0.100130E-01   0.715452E+04   0.375101E+00
  4856   0.216355E+00   0.826158E-02  -0.100289E-01   0.714904E+04   0.374905E+00
  4857   0.215967E+00   0.823300E-02  -0.100448E-01   0.714356E+04   0.374711E+00
  4858   0.215594E+00   0.820438E-02  -0.100600E-01   0.713809E+04   0.374517E+00
  4859   0.215223E+00   0.817497E-02  -0.100736E-01   0.713262E+04   0.374325E+00
  4860   0.214859E+00   0.814550E-02  -0.100872E-01   0.712716E+04   0.374134E+00
  4861   0.214496E+00   0.811614E-02  -0.101001E-01   0.712170E+04   0.373943E+00
  4862   0.214134E+00   0.808731E-02  -0.101107E-01   0.711625E+04   0.373754E+00
  4863   0.213773E+00   0.805755E-02  -0.101212E-01   0.711080E+04   0.373565E+00
  4864   0.213420E+00   0.802781E-02  -0.101317E-01   0.710535E+04   0.373378E+00
  4865   0.213075E+00   0.799803E-02  -0.101407E-01   0.709991E+04   0.373191E+00
  4866   0.212716E+00   0.796738E-02  -0.101497E-01   0.709447E+04   0.373006E+00
  4867   0.212372E+00   0.793757E-02  -0.101571E-01   0.708903E+04   0.372821E+00
  4868   0.212022E+00   0.790697E-02  -0.101637E-01   0.708360E+04   0.372637E+00
  4869   0.211680E+00   0.787714E-02  -0.101696E-01   0.707818E+04   0.372455E+00
  4870   0.211353E+00   0.784652E-02  -0.101739E-01   0.707276E+04   0.372273E+00
  4871   0.211020E+00   0.781593E-02  -0.101781E-01   0.706734E+04   0.372091E+00
  4872   0.210672E+00   0.778529E-02  -0.101808E-01   0.706193E+04   0.371911E+00
  4873   0.210340E+00   0.775394E-02  -0.101827E-01   0.705652E+04   0.371732E+00
  4874   0.210016E+00   0.772336E-02  -0.101846E-01   0.705111E+04   0.371553E+00
  4875   0.209678E+00   0.769288E-02  -0.101856E-01   0.704571E+04   0.371376E+00
  4876   0.209356E+00   0.766161E-02  -0.101858E-01   0.704031E+04   0.371199E+00
  4877   0.209033E+00   0.763044E-02  -0.101829E-01   0.703492E+04   0.371023E+00
  4878   0.208712E+00   0.759976E-02  -0.101815E-01   0.702953E+04   0.370848E+00
  4879   0.208391E+00   0.756872E-02  -0.101785E-01   0.702415E+04   0.370673E+00
  4880   0.208063E+00   0.753765E-02  -0.101754E-01   0.701877E+04   0.370500E+00
  4881   0.207751E+00   0.750653E-02  -0.101708E-01   0.701339E+04   0.370327E+00
  4882   0.207439E+00   0.747537E-02  -0.101646E-01   0.700802E+04   0.370155E+00
  4883   0.207121E+00   0.744416E-02  -0.101582E-01   0.700265E+04   0.369984E+00
  4884   0.206803E+00   0.741284E-02  -0.101511E-01   0.699729E+04   0.369813E+00
  4885   0.206493E+00   0.738155E-02  -0.101431E-01   0.699193E+04   0.369643E+00
  4886   0.206176E+00   0.735021E-02  -0.101335E-01   0.698657E+04   0.369474E+00
  4887   0.205874E+00   0.731876E-02  -0.101238E-01   0.698122E+04   0.369306E+00
  4888   0.205558E+00   0.728749E-02  -0.101133E-01   0.697587E+04   0.369138E+00
  4889   0.205265E+00   0.725603E-02  -0.101011E-01   0.697053E+04   0.368971E+00
  4890   0.204957E+00   0.722460E-02  -0.100889E-01   0.696519E+04   0.368804E+00
  4891   0.204650E+00   0.719321E-02  -0.100758E-01   0.695985E+04   0.368639E+00
  4892   0.204344E+00   0.716185E-02  -0.100618E-01   0.695452E+04   0.368474E+00
  4893   0.204045E+00   0.713037E-02  -0.100470E-01   0.694919E+04   0.368309E+00
  4894   0.203739E+00   0.709908E-02  -0.100305E-01   0.694387E+04   0.368145E+00
  4895   0.203441E+00   0.706775E-02  -0.100139E-01   0.693855E+04   0.367982E+00
  4896   0.203144E+00   0.703638E-02  -0.999574E-02   0.693323E+04   0.367820E+00
  4897   0.202847E+00   0.700511E-02  -0.997741E-02   0.692792E+04   0.367658E+00
  4898   0.202543E+00   0.697381E-02  -0.995895E-02   0.692261E+04   0.367496E+00
  4899   0.202240E+00   0.694254E-02  -0.993886E-02   0.691731E+04   0.367336E+00
  4900   0.201951E+00   0.691131E-02  -0.991788E-02   0.691201E+04   0.367175E+00
  4901   0.201648E+00   0.688012E-02  -0.989527E-02   0.690672E+04   0.367016E+00
  4902   0.201346E+00   0.684904E-02  -0.987326E-02   0.690142E+04   0.366857E+00
  4903   0.201051E+00   0.681792E-02  -0.985035E-02   0.689614E+04   0.366698E+00
  4904   0.200750E+00   0.678691E-02  -0.982433E-02   0.689085E+04   0.366540E+00
  4905   0.200448E+00   0.675587E-02  -0.979965E-02   0.688557E+04   0.366383E+00
  4906   0.200162E+00   0.672495E-02  -0.977408E-02   0.688030E+04   0.366226E+00
  4907   0.199869E+00   0.669414E-02  -0.974687E-02   0.687503E+04   0.366069E+00
  4908   0.199568E+00   0.666330E-02  -0.972175E-02   0.686976E+04   0.365913E+00
  4909   0.199268E+00   0.663265E-02  -0.969350E-02   0.686450E+04   0.365758E+00
  4910   0.198968E+00   0.660205E-02  -0.966585E-02   0.685924E+04   0.365603E+00
  4911   0.198676E+00   0.657149E-02  -0.963582E-02   0.685398E+04   0.365448E+00
  4912   0.198376E+00   0.654113E-02  -0.960638E-02   0.684873E+04   0.365294E+00
  4913   0.198085E+00   0.651074E-02  -0.957531E-02   0.684349E+04   0.365141E+00
  4914   0.197786E+00   0.648055E-02  -0.954409E-02   0.683824E+04   0.364988E+00
  4915   0.197487E+00   0.645040E-02  -0.951272E-02   0.683300E+04   0.364835E+00
  4916   0.197188E+00   0.642039E-02  -0.947972E-02   0.682777E+04   0.364683E+00
  4917   0.196882E+00   0.639042E-02  -0.944582E-02   0.682254E+04   0.364531E+00
  4918   0.196591E+00   0.636058E-02  -0.941251E-02   0.681731E+04   0.364380E+00
  4919   0.196286E+00   0.633086E-02  -0.937831E-02   0.681209E+04   0.364229E+00
  4920   0.195987E+00   0.630135E-02  -0.934247E-02   0.680687E+04   0.364079E+00
  4921   0.195682E+00   0.627190E-02  -0.930574E-02   0.680165E+04   0.363929E+00
  4922   0.195377E+00   0.624257E-02  -0.926960E-02   0.679644E+04   0.363779E+00
  4923   0.195064E+00   0.621338E-02  -0.923257E-02   0.679123E+04   0.363630E+00
  4924   0.194774E+00   0.618432E-02  -0.919538E-02   0.678603E+04   0.363481E+00
  4925   0.194461E+00   0.615539E-02  -0.915581E-02   0.678083E+04   0.363333E+00
  4926   0.194156E+00   0.612667E-02  -0.911758E-02   0.677564E+04   0.363185E+00
  4927   0.193851E+00   0.609801E-02  -0.907845E-02   0.677044E+04   0.363037E+00
  4928   0.193554E+00   0.606956E-02  -0.903842E-02   0.676526E+04   0.362890E+00
  4929   0.193241E+00   0.604125E-02  -0.899824E-02   0.676007E+04   0.362743E+00
  4930   0.192929E+00   0.601307E-02  -0.895717E-02   0.675490E+04   0.362597E+00
  4931   0.192624E+00   0.598511E-02  -0.891594E-02   0.674972E+04   0.362451E+00
  4932   0.192319E+00   0.595729E-02  -0.887381E-02   0.674455E+04   0.362305E+00
  4933   0.191999E+00   0.592961E-02  -0.883153E-02   0.673938E+04   0.362160E+00
  4934   0.191686E+00   0.590214E-02  -0.878835E-02   0.673422E+04   0.362015E+00
  4935   0.191381E+00   0.587482E-02  -0.874576E-02   0.672906E+04   0.361870E+00
  4936   0.191061E+00   0.584764E-02  -0.870153E-02   0.672390E+04   0.361725E+00
  4937   0.190748E+00   0.582060E-02  -0.865788E-02   0.671875E+04   0.361581E+00
  4938   0.190427E+00   0.579386E-02  -0.861334E-02   0.671360E+04   0.361437E+00
  4939   0.190114E+00   0.576704E-02  -0.856790E-02   0.670846E+04   0.361294E+00
  4940   0.189793E+00   0.574067E-02  -0.852305E-02   0.670332E+04   0.361151E+00
  4941   0.189472E+00   0.571429E-02  -0.847729E-02   0.669819E+04   0.361008E+00
  4942   0.189151E+00   0.568829E-02  -0.843138E-02   0.669306E+04   0.360865E+00
  4943   0.188830E+00   0.566244E-02  -0.838532E-02   0.668793E+04   0.360723E+00
  4944   0.188509E+00   0.563681E-02  -0.833835E-02   0.668280E+04   0.360581E+00
  4945   0.188179E+00   0.561156E-02  -0.829197E-02   0.667768E+04   0.360439E+00
  4946   0.187857E+00   0.558617E-02  -0.824320E-02   0.667257E+04   0.360297E+00
  4947   0.187535E+00   0.556115E-02  -0.819650E-02   0.666746E+04   0.360156E+00
  4948   0.187205E+00   0.553636E-02  -0.814816E-02   0.666235E+04   0.360015E+00
  4949   0.186868E+00   0.551172E-02  -0.810100E-02   0.665725E+04   0.359874E+00
  4950   0.186537E+00   0.548732E-02  -0.805220E-02   0.665215E+04   0.359733E+00
  4951   0.186207E+00   0.546314E-02  -0.800398E-02   0.664705E+04   0.359593E+00
  4952   0.185876E+00   0.543906E-02  -0.795441E-02   0.664196E+04   0.359453E+00
  4953   0.185530E+00   0.541520E-02  -0.790514E-02   0.663687E+04   0.359313E+00
  4954   0.185198E+00   0.539165E-02  -0.785587E-02   0.663179E+04   0.359173E+00
  4955   0.184866E+00   0.536833E-02  -0.780661E-02   0.662671E+04   0.359033E+00
  4956   0.184519E+00   0.534510E-02  -0.775654E-02   0.662163E+04   0.358893E+00
